Date,EWMA_250
2007-09-12,5797.5
2007-09-11,5796.5
2007-09-10,5795.5
2007-09-07,5794.5
2007-09-06,5793.5
2007-09-05,5792.5
2007-09-04,5791.5
2007-09-03,5790.5
2007-08-31,5789.5
2007-08-30,5788.5
2007-08-29,5787.5
2007-08-28,5786.5
2007-08-24,5785.5
2007-08-23,5784.5
2007-08-22,5783.5
2007-08-21,5782.5
2007-08-20,5781.5
2007-08-17,5780.5
2007-08-16,5779.5
2007-08-15,5778.5
2007-08-14,5777.5
2007-08-13,5776.5
2007-08-10,5775.5
2007-08-09,5774.5
2007-08-08,5773.5
2007-08-07,5772.5
2007-08-06,5771.5
2007-08-03,5770.5
2007-08-02,5769.5
2007-08-01,5768.5
2007-07-31,5767.5
2007-07-30,5766.5
2007-07-27,5765.5
2007-07-26,5764.5
2007-07-25,5763.5
2007-07-24,5762.5
2007-07-23,5761.5
2007-07-20,5760.5
2007-07-19,5759.5
2007-07-18,5758.5
2007-07-17,5757.5
2007-07-16,5756.5
2007-07-13,5755.5
2007-07-12,5754.5
2007-07-11,5753.5
2007-07-10,5752.5
2007-07-09,5751.5
2007-07-06,5750.5
2007-07-05,5749.5
2007-07-04,5748.5
2007-07-03,5747.5
2007-07-02,5746.5
2007-06-29,5745.5
2007-06-28,5744.5
2007-06-27,5743.5
2007-06-26,5742.5
2007-06-25,5741.5
2007-06-22,5740.5
2007-06-21,5739.5
2007-06-20,5738.5
2007-06-19,5737.5
2007-06-18,5736.5
2007-06-15,5735.5
2007-06-14,5734.5
2007-06-13,5733.5
2007-06-12,5732.5
2007-06-11,5731.5
2007-06-08,5730.5
2007-06-07,5729.5
2007-06-06,5728.5
2007-06-05,5727.5
2007-06-04,5726.5
2007-06-01,5725.5
2007-05-31,5724.5
2007-05-30,5723.5
2007-05-29,5722.5
2007-05-25,5721.5
2007-05-24,5720.5
2007-05-23,5719.5
2007-05-22,5718.5
2007-05-21,5717.5
2007-05-18,5716.5
2007-05-17,5715.5
2007-05-16,5714.5
2007-05-15,5713.5
2007-05-14,5712.5
2007-05-11,5711.5
2007-05-10,5710.5
2007-05-09,5709.5
2007-05-08,5708.5
2007-05-04,5707.5
2007-05-03,5706.5
2007-05-02,5705.5
2007-05-01,5704.5
2007-04-30,5703.5
2007-04-27,5702.5
2007-04-26,5701.5
2007-04-25,5700.5
2007-04-24,5699.5
2007-04-23,5698.5
2007-04-20,5697.5
2007-04-19,5696.5
2007-04-18,5695.5
2007-04-17,5694.5
2007-04-16,5693.5
2007-04-13,5692.5
2007-04-12,5691.5
2007-04-11,5690.5
2007-04-10,5689.5
2007-04-05,5688.5
2007-04-04,5687.5
2007-04-03,5686.5
2007-04-02,5685.5
2007-03-30,5684.5
2007-03-29,5683.5
2007-03-28,5682.5
2007-03-27,5681.5
2007-03-26,5680.5
2007-03-23,5679.5
2007-03-22,5678.5
2007-03-21,5677.5
2007-03-20,5676.5
2007-03-19,5675.5
2007-03-16,5674.5
2007-03-15,5673.5
2007-03-14,5672.5
2007-03-13,5671.5
2007-03-12,5670.5
2007-03-09,5669.5
2007-03-08,5668.5
2007-03-07,5667.5
2007-03-06,5666.5
2007-03-05,5665.5
2007-03-02,5664.5
2007-03-01,5663.5
2007-02-28,5662.5
2007-02-27,5661.5
2007-02-26,5660.5
2007-02-23,5659.5
2007-02-22,5658.5
2007-02-21,5657.5
2007-02-20,5656.5
2007-02-19,5655.5
2007-02-16,5654.5
2007-02-15,5653.5
2007-02-14,5652.5
2007-02-13,5651.5
2007-02-12,5650.5
2007-02-09,5649.5
2007-02-08,5648.5
2007-02-07,5647.5
2007-02-06,5646.5
2007-02-05,5645.5
2007-02-02,5644.5
2007-02-01,5643.5
2007-01-31,5642.5
2007-01-30,5641.5
2007-01-29,5640.5
2007-01-26,5639.5
2007-01-25,5638.5
2007-01-24,5637.5
2007-01-23,5636.5
2007-01-22,5635.5
2007-01-19,5634.5
2007-01-18,5633.5
2007-01-17,5632.5
2007-01-16,5631.5
2007-01-15,5630.5
2007-01-12,5629.5
2007-01-11,5628.5
2007-01-10,5627.5
2007-01-09,5626.5
2007-01-08,5625.5
2007-01-05,5624.5
2007-01-04,5623.5
2007-01-03,5622.5
2007-01-02,5621.5
2006-12-29,5620.5
2006-12-28,5619.5
2006-12-27,5618.5
2006-12-22,5617.5
2006-12-21,5616.5
2006-12-20,5615.5
2006-12-19,5614.5
2006-12-18,5613.5
2006-12-15,5612.5
2006-12-14,5611.5
2006-12-13,5610.5
2006-12-12,5609.5
2006-12-11,5608.5
2006-12-08,5607.5
2006-12-07,5606.5
2006-12-06,5605.5
2006-12-05,5604.5
2006-12-04,5603.5
2006-12-01,5602.5
2006-11-30,5601.5
2006-11-29,5600.5
2006-11-28,5599.5
2006-11-27,5598.5
2006-11-24,5597.5
2006-11-23,5596.5
2006-11-22,5595.5
2006-11-21,5594.5
2006-11-20,5593.5
2006-11-17,5592.5
2006-11-16,5591.5
2006-11-15,5590.5
2006-11-14,5589.5
2006-11-13,5588.5
2006-11-10,5587.5
2006-11-09,5586.5
2006-11-08,5585.5
2006-11-07,5584.5
2006-11-06,5583.5
2006-11-03,5582.5
2006-11-02,5581.5
2006-11-01,5580.5
2006-10-31,5579.5
2006-10-30,5578.5
2006-10-27,5577.5
2006-10-26,5576.5
2006-10-25,5575.5
2006-10-24,5574.5
2006-10-23,5573.5
2006-10-20,5572.5
2006-10-19,5571.5
2006-10-18,5570.5
2006-10-17,5569.5
2006-10-16,5568.5
2006-10-13,5567.5
2006-10-12,5566.5
2006-10-11,5565.5
2006-10-10,5564.5
2006-10-09,5563.5
2006-10-06,5562.5
2006-10-05,5561.5
2006-10-04,5560.5
2006-10-03,5559.5
2006-10-02,5558.5
2006-09-29,5557.5
2006-09-28,5556.5
2006-09-27,5555.5
2006-09-26,5554.5
2006-09-25,5553.5
2006-09-22,5552.5
2006-09-21,5551.5
2006-09-20,5550.5
2006-09-19,5549.5
2006-09-18,5548.5
2006-09-15,5547.5
2006-09-14,5546.5
2006-09-13,5545.5
2006-09-12,5544.5
2006-09-11,5543.5
2006-09-08,5542.5
2006-09-07,5541.5
2006-09-06,5540.5
2006-09-05,5539.5
2006-09-04,5538.5
2006-09-01,5537.5
2006-08-31,5536.5
2006-08-30,5535.5
2006-08-29,5534.5
2006-08-25,5533.5
2006-08-24,5532.5
2006-08-23,5531.5
2006-08-22,5530.5
2006-08-21,5529.5
2006-08-18,5528.5
2006-08-17,5527.5
2006-08-16,5526.5
2006-08-15,5525.5
2006-08-14,5524.5
2006-08-11,5523.5
2006-08-10,5522.5
2006-08-09,5521.5
2006-08-08,5520.5
2006-08-07,5519.5
2006-08-04,5518.5
2006-08-03,5517.5
2006-08-02,5516.5
2006-08-01,5515.5
2006-07-31,5514.5
2006-07-28,5513.5
2006-07-27,5512.5
2006-07-26,5511.5
2006-07-25,5510.5
2006-07-24,5509.5
2006-07-21,5508.5
2006-07-20,5507.5
2006-07-19,5506.5
2006-07-18,5505.5
2006-07-17,5504.5
2006-07-14,5503.5
2006-07-13,5502.5
2006-07-12,5501.5
2006-07-11,5500.5
2006-07-10,5499.5
2006-07-07,5498.5
2006-07-06,5497.5
2006-07-05,5496.5
2006-07-04,5495.5
2006-07-03,5494.5
2006-06-30,5493.5
2006-06-29,5492.5
2006-06-28,5491.5
2006-06-27,5490.5
2006-06-26,5489.5
2006-06-23,5488.5
2006-06-22,5487.5
2006-06-21,5486.5
2006-06-20,5485.5
2006-06-19,5484.5
2006-06-16,5483.5
2006-06-15,5482.5
2006-06-14,5481.5
2006-06-13,5480.5
2006-06-12,5479.5
2006-06-09,5478.5
2006-06-08,5477.5
2006-06-07,5476.5
2006-06-06,5475.5
2006-06-05,5474.5
2006-06-02,5473.5
2006-06-01,5472.5
2006-05-31,5471.5
2006-05-30,5470.5
2006-05-26,5469.5
2006-05-25,5468.5
2006-05-24,5467.5
2006-05-23,5466.5
2006-05-22,5465.5
2006-05-19,5464.5
2006-05-18,5463.5
2006-05-17,5462.5
2006-05-16,5461.5
2006-05-15,5460.5
2006-05-12,5459.5
2006-05-11,5458.5
2006-05-10,5457.5
2006-05-09,5456.5
2006-05-08,5455.5
2006-05-05,5454.5
2006-05-04,5453.5
2006-05-03,5452.5
2006-05-02,5451.5
2006-04-28,5450.5
2006-04-27,5449.5
2006-04-26,5448.5
2006-04-25,5447.5
2006-04-24,5446.5
2006-04-21,5445.5
2006-04-20,5444.5
2006-04-19,5443.5
2006-04-18,5442.5
2006-04-13,5441.5
2006-04-12,5440.5
2006-04-11,5439.5
2006-04-10,5438.5
2006-04-07,5437.5
2006-04-06,5436.5
2006-04-05,5435.5
2006-04-04,5434.5
2006-04-03,5433.5
2006-03-31,5432.5
2006-03-30,5431.5
2006-03-29,5430.5
2006-03-28,5429.5
2006-03-27,5428.5
2006-03-24,5427.5
2006-03-23,5426.5
2006-03-22,5425.5
2006-03-21,5424.5
2006-03-20,5423.5
2006-03-17,5422.5
2006-03-16,5421.5
2006-03-15,5420.5
2006-03-14,5419.5
2006-03-13,5418.5
2006-03-10,5417.5
2006-03-09,5416.5
2006-03-08,5415.5
2006-03-07,5414.5
2006-03-06,5413.5
2006-03-03,5412.5
2006-03-02,5411.5
2006-03-01,5410.5
2006-02-28,5409.5
2006-02-27,5408.5
2006-02-24,5407.5
2006-02-23,5406.5
2006-02-22,5405.5
2006-02-21,5404.5
2006-02-20,5403.5
2006-02-17,5402.5
2006-02-16,5401.5
2006-02-15,5400.5
2006-02-14,5399.5
2006-02-13,5398.5
2006-02-10,5397.5
2006-02-09,5396.5
2006-02-08,5395.5
2006-02-07,5394.5
2006-02-06,5393.5
2006-02-03,5392.5
2006-02-02,5391.5
2006-02-01,5390.5
2006-01-31,5389.5
2006-01-30,5388.5
2006-01-27,5387.5
2006-01-26,5386.5
2006-01-25,5385.5
2006-01-24,5384.5
2006-01-23,5383.5
2006-01-20,5382.5
2006-01-19,5381.5
2006-01-18,5380.5
2006-01-17,5379.5
2006-01-16,5378.5
2006-01-13,5377.5
2006-01-12,5376.5
2006-01-11,5375.5
2006-01-10,5374.5
2006-01-09,5373.5
2006-01-06,5372.5
2006-01-05,5371.5
2006-01-04,5370.5
2006-01-03,5369.5
2005-12-30,5368.5
2005-12-29,5367.5
2005-12-28,5366.5
2005-12-23,5365.5
2005-12-22,5364.5
2005-12-21,5363.5
2005-12-20,5362.5
2005-12-19,5361.5
2005-12-16,5360.5
2005-12-15,5359.5
2005-12-14,5358.5
2005-12-13,5357.5
2005-12-12,5356.5
2005-12-09,5355.5
2005-12-08,5354.5
2005-12-07,5353.5
2005-12-06,5352.5
2005-12-05,5351.5
2005-12-02,5350.5
2005-12-01,5349.5
2005-11-30,5348.5
2005-11-29,5347.5
2005-11-28,5346.5
2005-11-25,5345.5
2005-11-24,5344.5
2005-11-23,5343.5
2005-11-22,5342.5
2005-11-21,5341.5
2005-11-18,5340.5
2005-11-17,5339.5
2005-11-16,5338.5
2005-11-15,5337.5
2005-11-14,5336.5
2005-11-11,5335.5
2005-11-10,5334.5
2005-11-09,5333.5
2005-11-08,5332.5
2005-11-07,5331.5
2005-11-04,5330.5
2005-11-03,5329.5
2005-11-02,5328.5
2005-11-01,5327.5
2005-10-31,5326.5
2005-10-28,5325.5
2005-10-27,5324.5
2005-10-26,5323.5
2005-10-25,5322.5
2005-10-24,5321.5
2005-10-21,5320.5
2005-10-20,5319.5
2005-10-19,5318.5
2005-10-18,5317.5
2005-10-17,5316.5
2005-10-14,5315.5
2005-10-13,5314.5
2005-10-12,5313.5
2005-10-11,5312.5
2005-10-10,5311.5
2005-10-07,5310.5
2005-10-06,5309.5
2005-10-05,5308.5
2005-10-04,5307.5
2005-10-03,5306.5
2005-09-30,5305.5
2005-09-29,5304.5
2005-09-28,5303.5
2005-09-27,5302.5
2005-09-26,5301.5
2005-09-23,5300.5
2005-09-22,5299.5
2005-09-21,5298.5
2005-09-20,5297.5
2005-09-19,5296.5
2005-09-16,5295.5
2005-09-15,5294.5
2005-09-14,5293.5
2005-09-13,5292.5
2005-09-12,5291.5
2005-09-09,5290.5
2005-09-08,5289.5
2005-09-07,5288.5
2005-09-06,5287.5
2005-09-05,5286.5
2005-09-02,5285.5
2005-09-01,5284.5
2005-08-31,5283.5
2005-08-30,5282.5
2005-08-26,5281.5
2005-08-25,5280.5
2005-08-24,5279.5
2005-08-23,5278.5
2005-08-22,5277.5
2005-08-19,5276.5
2005-08-18,5275.5
2005-08-17,5274.5
2005-08-16,5273.5
2005-08-15,5272.5
2005-08-12,5271.5
2005-08-11,5270.5
2005-08-10,5269.5
2005-08-09,5268.5
2005-08-08,5267.5
2005-08-05,5266.5
2005-08-04,5265.5
2005-08-03,5264.5
2005-08-02,5263.5
2005-08-01,5262.5
2005-07-29,5261.5
2005-07-28,5260.5
2005-07-27,5259.5
2005-07-26,5258.5
2005-07-25,5257.5
2005-07-22,5256.5
2005-07-21,5255.5
2005-07-20,5254.5
2005-07-19,5253.5
2005-07-18,5252.5
2005-07-15,5251.5
2005-07-14,5250.5
2005-07-13,5249.5
2005-07-12,5248.5
2005-07-11,5247.5
2005-07-08,5246.5
2005-07-07,5245.5
2005-07-06,5244.5
2005-07-05,5243.5
2005-07-04,5242.5
2005-07-01,5241.5
2005-06-30,5240.5
2005-06-29,5239.5
2005-06-28,5238.5
2005-06-27,5237.5
2005-06-24,5236.5
2005-06-23,5235.5
2005-06-22,5234.5
2005-06-21,5233.5
2005-06-20,5232.5
2005-06-17,5231.5
2005-06-16,5230.5
2005-06-15,5229.5
2005-06-14,5228.5
2005-06-13,5227.5
2005-06-10,5226.5
2005-06-09,5225.5
2005-06-08,5224.5
2005-06-07,5223.5
2005-06-06,5222.5
2005-06-03,5221.5
2005-06-02,5220.5
2005-06-01,5219.5
2005-05-31,5218.5
2005-05-27,5217.5
2005-05-26,5216.5
2005-05-25,5215.5
2005-05-24,5214.5
2005-05-23,5213.5
2005-05-20,5212.5
2005-05-19,5211.5
2005-05-18,5210.5
2005-05-17,5209.5
2005-05-16,5208.5
2005-05-13,5207.5
2005-05-12,5206.5
2005-05-11,5205.5
2005-05-10,5204.5
2005-05-09,5203.5
2005-05-06,5202.5
2005-05-05,5201.5
2005-05-04,5200.5
2005-05-03,5199.5
2005-04-29,5198.5
2005-04-28,5197.5
2005-04-27,5196.5
2005-04-26,5195.5
2005-04-25,5194.5
2005-04-22,5193.5
2005-04-21,5192.5
2005-04-20,5191.5
2005-04-19,5190.5
2005-04-18,5189.5
2005-04-15,5188.5
2005-04-14,5187.5
2005-04-13,5186.5
2005-04-12,5185.5
2005-04-11,5184.5
2005-04-08,5183.5
2005-04-07,5182.5
2005-04-06,5181.5
2005-04-05,5180.5
2005-04-04,5179.5
2005-04-01,5178.5
2005-03-31,5177.5
2005-03-30,5176.5
2005-03-29,5175.5
2005-03-24,5174.5
2005-03-23,5173.5
2005-03-22,5172.5
2005-03-21,5171.5
2005-03-18,5170.5
2005-03-17,5169.5
2005-03-16,5168.5
2005-03-15,5167.5
2005-03-14,5166.5
2005-03-11,5165.5
2005-03-10,5164.5
2005-03-09,5163.5
2005-03-08,5162.5
2005-03-07,5161.5
2005-03-04,5160.5
2005-03-03,5159.5
2005-03-02,5158.5
2005-03-01,5157.5
2005-02-28,5156.5
2005-02-25,5155.5
2005-02-24,5154.5
2005-02-23,5153.5
2005-02-22,5152.5
2005-02-21,5151.5
2005-02-18,5150.5
2005-02-17,5149.5
2005-02-16,5148.5
2005-02-15,5147.5
2005-02-14,5146.5
2005-02-11,5145.5
2005-02-10,5144.5
2005-02-09,5143.5
2005-02-08,5142.5
2005-02-07,5141.5
2005-02-04,5140.5
2005-02-03,5139.5
2005-02-02,5138.5
2005-02-01,5137.5
2005-01-31,5136.5
2005-01-28,5135.5
2005-01-27,5134.5
2005-01-26,5133.5
2005-01-25,5132.5
2005-01-24,5131.5
2005-01-21,5130.5
2005-01-20,5129.5
2005-01-19,5128.5
2005-01-18,5127.5
2005-01-17,5126.5
2005-01-14,5125.5
2005-01-13,5124.5
2005-01-12,5123.5
2005-01-11,5122.5
2005-01-10,5121.5
2005-01-07,5120.5
2005-01-06,5119.5
2005-01-05,5118.5
2005-01-04,5117.5
2004-12-31,5116.5
2004-12-30,5115.5
2004-12-29,5114.5
2004-12-24,5113.5
2004-12-23,5112.5
2004-12-22,5111.5
2004-12-21,5110.5
2004-12-20,5109.5
2004-12-17,5108.5
2004-12-16,5107.5
2004-12-15,5106.5
2004-12-14,5105.5
2004-12-13,5104.5
2004-12-10,5103.5
2004-12-09,5102.5
2004-12-08,5101.5
2004-12-07,5100.5
2004-12-06,5099.5
2004-12-03,5098.5
2004-12-02,5097.5
2004-12-01,5096.5
2004-11-30,5095.5
2004-11-29,5094.5
2004-11-26,5093.5
2004-11-25,5092.5
2004-11-24,5091.5
2004-11-23,5090.5
2004-11-22,5089.5
2004-11-19,5088.5
2004-11-18,5087.5
2004-11-17,5086.5
2004-11-16,5085.5
2004-11-15,5084.5
2004-11-12,5083.5
2004-11-11,5082.5
2004-11-10,5081.5
2004-11-09,5080.5
2004-11-08,5079.5
2004-11-05,5078.5
2004-11-04,5077.5
2004-11-03,5076.5
2004-11-02,5075.5
2004-11-01,5074.5
2004-10-29,5073.5
2004-10-28,5072.5
2004-10-27,5071.5
2004-10-26,5070.5
2004-10-25,5069.5
2004-10-22,5068.5
2004-10-21,5067.5
2004-10-20,5066.5
2004-10-19,5065.5
2004-10-18,5064.5
2004-10-15,5063.5
2004-10-14,5062.5
2004-10-13,5061.5
2004-10-12,5060.5
2004-10-11,5059.5
2004-10-08,5058.5
2004-10-07,5057.5
2004-10-06,5056.5
2004-10-05,5055.5
2004-10-04,5054.5
2004-10-01,5053.5
2004-09-30,5052.5
2004-09-29,5051.5
2004-09-28,5050.5
2004-09-27,5049.5
2004-09-24,5048.5
2004-09-23,5047.5
2004-09-22,5046.5
2004-09-21,5045.5
2004-09-20,5044.5
2004-09-17,5043.5
2004-09-16,5042.5
2004-09-15,5041.5
2004-09-14,5040.5
2004-09-13,5039.5
2004-09-10,5038.5
2004-09-09,5037.5
2004-09-08,5036.5
2004-09-07,5035.5
2004-09-06,5034.5
2004-09-03,5033.5
2004-09-02,5032.5
2004-09-01,5031.5
2004-08-31,5030.5
2004-08-27,5029.5
2004-08-26,5028.5
2004-08-25,5027.5
2004-08-24,5026.5
2004-08-23,5025.5
2004-08-20,5024.5
2004-08-19,5023.5
2004-08-18,5022.5
2004-08-17,5021.5
2004-08-16,5020.5
2004-08-13,5019.5
2004-08-12,5018.5
2004-08-11,5017.5
2004-08-10,5016.5
2004-08-09,5015.5
2004-08-06,5014.5
2004-08-05,5013.5
2004-08-04,5012.5
2004-08-03,5011.5
2004-08-02,5010.5
2004-07-30,5009.5
2004-07-29,5008.5
2004-07-28,5007.5
2004-07-27,5006.5
2004-07-26,5005.5
2004-07-23,5004.5
2004-07-22,5003.5
2004-07-21,5002.5
2004-07-20,5001.5
2004-07-19,5000.5
2004-07-16,4999.5
2004-07-15,4998.5
2004-07-14,4997.5
2004-07-13,4996.5
2004-07-12,4995.5
2004-07-09,4994.5
2004-07-08,4993.5
2004-07-07,4992.5
2004-07-06,4991.5
2004-07-05,4990.5
2004-07-02,4989.5
2004-07-01,4988.5
2004-06-30,4987.5
2004-06-29,4986.5
2004-06-28,4985.5
2004-06-25,4984.5
2004-06-24,4983.5
2004-06-23,4982.5
2004-06-22,4981.5
2004-06-21,4980.5
2004-06-18,4979.5
2004-06-17,4978.5
2004-06-16,4977.5
2004-06-15,4976.5
2004-06-14,4975.5
2004-06-11,4974.5
2004-06-10,4973.5
2004-06-09,4972.5
2004-06-08,4971.5
2004-06-07,4970.5
2004-06-04,4969.5
2004-06-03,4968.5
2004-06-02,4967.5
2004-06-01,4966.5
2004-05-28,4965.5
2004-05-27,4964.5
2004-05-26,4963.5
2004-05-25,4962.5
2004-05-24,4961.5
2004-05-21,4960.5
2004-05-20,4959.5
2004-05-19,4958.5
2004-05-18,4957.5
2004-05-17,4956.5
2004-05-14,4955.5
2004-05-13,4954.5
2004-05-12,4953.5
2004-05-11,4952.5
2004-05-10,4951.5
2004-05-07,4950.5
2004-05-06,4949.5
2004-05-05,4948.5
2004-05-04,4947.5
2004-04-30,4946.5
2004-04-29,4945.5
2004-04-28,4944.5
2004-04-27,4943.5
2004-04-26,4942.5
2004-04-23,4941.5
2004-04-22,4940.5
2004-04-21,4939.5
2004-04-20,4938.5
2004-04-19,4937.5
2004-04-16,4936.5
2004-04-15,4935.5
2004-04-14,4934.5
2004-04-13,4933.5
2004-04-08,4932.5
2004-04-07,4931.5
2004-04-06,4930.5
2004-04-05,4929.5
2004-04-02,4928.5
2004-04-01,4927.5
2004-03-31,4926.5
2004-03-30,4925.5
2004-03-29,4924.5
2004-03-26,4923.5
2004-03-25,4922.5
2004-03-24,4921.5
2004-03-23,4920.5
2004-03-22,4919.5
2004-03-19,4918.5
2004-03-18,4917.5
2004-03-17,4916.5
2004-03-16,4915.5
2004-03-15,4914.5
2004-03-12,4913.5
2004-03-11,4912.5
2004-03-10,4911.5
2004-03-09,4910.5
2004-03-08,4909.5
2004-03-05,4908.5
2004-03-04,4907.5
2004-03-03,4906.5
2004-03-02,4905.5
2004-03-01,4904.5
2004-02-27,4903.5
2004-02-26,4902.5
2004-02-25,4901.5
2004-02-24,4900.5
2004-02-23,4899.5
2004-02-20,4898.5
2004-02-19,4897.5
2004-02-18,4896.5
2004-02-17,4895.5
2004-02-16,4894.5
2004-02-13,4893.5
2004-02-12,4892.5
2004-02-11,4891.5
2004-02-10,4890.5
2004-02-09,4889.5
2004-02-06,4888.5
2004-02-05,4887.5
2004-02-04,4886.5
2004-02-03,4885.5
2004-02-02,4884.5
2004-01-30,4883.5
2004-01-29,4882.5
2004-01-28,4881.5
2004-01-27,4880.5
2004-01-26,4879.5
2004-01-23,4878.5
2004-01-22,4877.5
2004-01-21,4876.5
2004-01-20,4875.5
2004-01-19,4874.5
2004-01-16,4873.5
2004-01-15,4872.5
2004-01-14,4871.5
2004-01-13,4870.5
2004-01-12,4869.5
2004-01-09,4868.5
2004-01-08,4867.5
2004-01-07,4866.5
2004-01-06,4865.5
2004-01-05,4864.5
2004-01-02,4863.5
2003-12-31,4862.5
2003-12-30,4861.5
2003-12-29,4860.5
2003-12-24,4859.5
2003-12-23,4858.5
2003-12-22,4857.5
2003-12-19,4856.5
2003-12-18,4855.5
2003-12-17,4854.5
2003-12-16,4853.5
2003-12-15,4852.5
2003-12-12,4851.5
2003-12-11,4850.5
2003-12-10,4849.5
2003-12-09,4848.5
2003-12-08,4847.5
2003-12-05,4846.5
2003-12-04,4845.5
2003-12-03,4844.5
2003-12-02,4843.5
2003-12-01,4842.5
2003-11-28,4841.5
2003-11-27,4840.5
2003-11-26,4839.5
2003-11-25,4838.5
2003-11-24,4837.5
2003-11-21,4836.5
2003-11-20,4835.5
2003-11-19,4834.5
2003-11-18,4833.5
2003-11-17,4832.5
2003-11-14,4831.5
2003-11-13,4830.5
2003-11-12,4829.5
2003-11-11,4828.5
2003-11-10,4827.5
2003-11-07,4826.5
2003-11-06,4825.5
2003-11-05,4824.5
2003-11-04,4823.5
2003-11-03,4822.5
2003-10-31,4821.5
2003-10-30,4820.5
2003-10-29,4819.5
2003-10-28,4818.5
2003-10-27,4817.5
2003-10-24,4816.5
2003-10-23,4815.5
2003-10-22,4814.5
2003-10-21,4813.5
2003-10-20,4812.5
2003-10-17,4811.5
2003-10-16,4810.5
2003-10-15,4809.5
2003-10-14,4808.5
2003-10-13,4807.5
2003-10-10,4806.5
2003-10-09,4805.5
2003-10-08,4804.5
2003-10-07,4803.5
2003-10-06,4802.5
2003-10-03,4801.5
2003-10-02,4800.5
2003-10-01,4799.5
2003-09-30,4798.5
2003-09-29,4797.5
2003-09-26,4796.5
2003-09-25,4795.5
2003-09-24,4794.5
2003-09-23,4793.5
2003-09-22,4792.5
2003-09-19,4791.5
2003-09-18,4790.5
2003-09-17,4789.5
2003-09-16,4788.5
2003-09-15,4787.5
2003-09-12,4786.5
2003-09-11,4785.5
2003-09-10,4784.5
2003-09-09,4783.5
2003-09-08,4782.5
2003-09-05,4781.5
2003-09-04,4780.5
2003-09-03,4779.5
2003-09-02,4778.5
2003-09-01,4777.5
2003-08-29,4776.5
2003-08-28,4775.5
2003-08-27,4774.5
2003-08-26,4773.5
2003-08-22,4772.5
2003-08-21,4771.5
2003-08-20,4770.5
2003-08-19,4769.5
2003-08-18,4768.5
2003-08-15,4767.5
2003-08-14,4766.5
2003-08-13,4765.5
2003-08-12,4764.5
2003-08-11,4763.5
2003-08-08,4762.5
2003-08-07,4761.5
2003-08-06,4760.5
2003-08-05,4759.5
2003-08-04,4758.5
2003-08-01,4757.5
2003-07-31,4756.5
2003-07-30,4755.5
2003-07-29,4754.5
2003-07-28,4753.5
2003-07-25,4752.5
2003-07-24,4751.5
2003-07-23,4750.5
2003-07-22,4749.5
2003-07-21,4748.5
2003-07-18,4747.5
2003-07-17,4746.5
2003-07-16,4745.5
2003-07-15,4744.5
2003-07-14,4743.5
2003-07-11,4742.5
2003-07-10,4741.5
2003-07-09,4740.5
2003-07-08,4739.5
2003-07-07,4738.5
2003-07-04,4737.5
2003-07-03,4736.5
2003-07-02,4735.5
2003-07-01,4734.5
2003-06-30,4733.5
2003-06-27,4732.5
2003-06-26,4731.5
2003-06-25,4730.5
2003-06-24,4729.5
2003-06-23,4728.5
2003-06-20,4727.5
2003-06-19,4726.5
2003-06-18,4725.5
2003-06-17,4724.5
2003-06-16,4723.5
2003-06-13,4722.5
2003-06-12,4721.5
2003-06-11,4720.5
2003-06-10,4719.5
2003-06-09,4718.5
2003-06-06,4717.5
2003-06-05,4716.5
2003-06-04,4715.5
2003-06-03,4714.5
2003-06-02,4713.5
2003-05-30,4712.5
2003-05-29,4711.5
2003-05-28,4710.5
2003-05-27,4709.5
2003-05-23,4708.5
2003-05-22,4707.5
2003-05-21,4706.5
2003-05-20,4705.5
2003-05-19,4704.5
2003-05-16,4703.5
2003-05-15,4702.5
2003-05-14,4701.5
2003-05-13,4700.5
2003-05-12,4699.5
2003-05-09,4698.5
2003-05-08,4697.5
2003-05-07,4696.5
2003-05-06,4695.5
2003-05-02,4694.5
2003-05-01,4693.5
2003-04-30,4692.5
2003-04-29,4691.5
2003-04-28,4690.5
2003-04-25,4689.5
2003-04-24,4688.5
2003-04-23,4687.5
2003-04-22,4686.5
2003-04-17,4685.5
2003-04-16,4684.5
2003-04-15,4683.5
2003-04-14,4682.5
2003-04-11,4681.5
2003-04-10,4680.5
2003-04-09,4679.5
2003-04-08,4678.5
2003-04-07,4677.5
2003-04-04,4676.5
2003-04-03,4675.5
2003-04-02,4674.5
2003-04-01,4673.5
2003-03-31,4672.5
2003-03-28,4671.5
2003-03-27,4670.5
2003-03-26,4669.5
2003-03-25,4668.5
2003-03-24,4667.5
2003-03-21,4666.5
2003-03-20,4665.5
2003-03-19,4664.5
2003-03-18,4663.5
2003-03-17,4662.5
2003-03-14,4661.5
2003-03-13,4660.5
2003-03-12,4659.5
2003-03-11,4658.5
2003-03-10,4657.5
2003-03-07,4656.5
2003-03-06,4655.5
2003-03-05,4654.5
2003-03-04,4653.5
2003-03-03,4652.5
2003-02-28,4651.5
2003-02-27,4650.5
2003-02-26,4649.5
2003-02-25,4648.5
2003-02-24,4647.5
2003-02-21,4646.5
2003-02-20,4645.5
2003-02-19,4644.5
2003-02-18,4643.5
2003-02-17,4642.5
2003-02-14,4641.5
2003-02-13,4640.5
2003-02-12,4639.5
2003-02-11,4638.5
2003-02-10,4637.5
2003-02-07,4636.5
2003-02-06,4635.5
2003-02-05,4634.5
2003-02-04,4633.5
