Date,Equity,Debt,Return
2012-05-10,188.52759331348778,0.0,0.030348538889932053
2012-04-30,182.97458209297022,0.0,-0.058833922261484095
2012-03-29,194.41264025646922,0.0,-0.14628321476155726
2012-02-29,227.7249828257387,0.0,0.40212544720748733
2012-01-31,162.41412869246628,0.0,0.7828504995915286
2011-12-29,91.09800778566526,0.0,-0.259826038420392
2011-11-30,123.07648271124353,0.0,-0.22604219166246675
2011-10-31,159.02221204488222,0.0,0.19944729910617887
2011-09-28,132.57957407831478,0.0,-0.29387910663922556
2011-08-25,187.75761392260154,0.0,-0.1403690404424287
2011-07-28,218.4165330890773,0.0,-0.10285230559409331
2011-06-30,243.45660636592643,0.0,-0.056109199866829385
2011-05-31,257.9287840622855,0.0,0.18533036924007806
2011-04-28,217.6007556675065,0.0,-0.09860440850397789
2011-03-31,241.4042821158692,0.0,-0.39624302905782205
2011-01-20,399.83684451568604,0.0,-0.07092736330320393
2010-12-30,430.3612319670257,0.0,0.04425645406621803
2010-11-30,412.12216624685163,0.0,0.004696244400095084
2010-10-28,410.1957865811772,0.0,-0.008352189768394247
2010-09-30,413.65067552095263,0.0,0.05628120134782444
2010-08-31,391.6103732539504,0.0,-0.005806179693630953
2010-07-29,393.8974124112665,0.0,0.035494187140223454
2010-06-30,380.3955804900391,0.0,-0.07190396044444147
2010-05-31,409.8666132356311,0.0,-0.11978337441678921
2010-04-29,465.64288985573654,0.0,0.04105284714133961
2010-03-31,447.2807419280974,0.0,0.010920335890900246
2010-02-25,442.4490496908636,0.0,-0.006312839106174195
2010-01-28,445.25990382413596,0.0,0.11071760085683624
2009-12-31,400.8758873368451,0.0,-0.01314166930909344
2009-11-30,406.21422028852817,0.0,-0.1816168710966557
2009-10-29,496.3619189374863,0.0,-0.0454620516546671
2009-09-29,520.002289901535,0.0,0.06118205077280714
2009-08-31,490.0217540645761,0.0,0.03184237332063611
2009-07-30,474.8998168078779,0.0,0.0648289583467041
2009-06-30,445.9869475612556,0.0,-0.00021816688483333735
2009-05-28,446.08426837646044,0.0,0.026931212398769278
2009-04-30,434.38573391344227,0.0,0.09604287189709626
2009-03-31,396.321845660637,0.0,0.056753394442196736
2009-02-26,375.03721089993184,0.0,-0.09032652239417338
2009-01-29,412.2767346004127,0.0,-0.08440604916375893
2008-12-31,450.28337531486227,0.0,0.018332588895578095
2008-11-27,442.17712388367374,0.0,-0.10903543579568997
2008-10-29,496.2903595145414,0.0,-0.263568327967448
2008-09-29,673.9122967712397,0.0,-0.12667153831601652
2008-08-28,771.6596061369369,0.0,-0.07583585011089822
2008-07-31,834.9811083123434,0.0,-0.12391017728483655
2008-06-30,953.0770551866285,0.0,-0.10222201850199142
2008-05-29,1061.5954888939796,0.0,-0.03865554495686785
2008-04-30,1104.2821158690197,0.0,0.016325294063409324
2008-03-31,1086.5439661094597,0.0,0.03671142937515226
2008-02-28,1048.067895580492,0.0,0.09074416651027328
2008-01-31,960.8741699106953,0.0,-0.016223804095220173
2007-12-31,976.7202885275939,0.0,0.06860850747998093
2007-11-29,914.0113350125949,0.0,0.011652478607025119
2007-10-31,903.4835127089539,0.0,0.07749000652008453
2007-09-27,838.507556675063,0.0,0.08835669622788034
2007-08-30,770.4345088161208,0.0,-0.04888460138589967
2007-07-31,810.0326310968625,0.0,0.0352051622532179
2007-06-28,782.4851156400273,0.0,-0.003848045914183862
2007-05-31,785.5077856652159,0.0,0.07308346530588361
2007-04-30,732.0099610716732,0.0,0.029935320698182277
2007-03-29,710.7339134417211,0.0,0.008992681509535583
2007-02-28,704.3994733226459,0.0,0.0792903820007893
2007-01-31,652.6505610258748,0.0,-0.04231279716402647
2006-12-28,681.486146095717,0.0,0.04415937547968385
2006-11-30,652.6648729104637,0.0,0.010364416242754748
2006-10-31,645.9697732997472,0.0,0.0076395865425402665
2006-09-28,641.072246393404,0.0,0.059271731470489586
2006-08-31,605.200938859628,0.0,0.09995317864946429
2006-07-31,550.2060911380801,0.0,0.1327514982939777
2006-06-29,485.72532631096783,0.0,-0.0877259946992377
