Date,Equity,Debt,Return
2012-05-10,680.9758467561214,0.0,0.0
2012-04-30,680.9758467561214,0.0,-0.07367744679240561
2012-03-29,733.0429426758742,0.0,0.0
2012-02-29,733.0429426758742,0.0,0.0
2012-01-31,733.0429426758742,0.0,-0.06932344627891189
2011-12-29,785.6628302699091,0.0,-0.06994692135688102
2011-11-30,842.585088711653,0.0,-0.203833158414946
2011-10-31,1033.088161971014,0.0,-0.1323575089282547
2011-09-28,1179.2870264476408,0.0,0.317301622141398
2011-08-25,858.6519829704818,0.0,0.13482848633437106
2011-07-28,750.3465837810512,0.0,-0.03841736684919328
2011-06-30,779.7337991925876,0.0,0.0
2011-05-31,779.7337991925876,0.0,-0.07575163682630077
2011-04-28,841.094664250777,0.0,0.08014123303839384
2011-03-31,776.3185838532231,0.0,0.32768815885652974
2011-01-20,559.4056178085278,0.0,0.011413014398764732
2010-12-30,553.0574084481691,0.0,0.0
2010-11-30,553.0574084481691,0.0,0.0
2010-10-28,553.0574084481691,0.0,0.0
2010-09-30,553.0574084481691,0.0,0.0
2010-08-31,553.0574084481691,0.0,0.0
2010-07-29,553.0574084481691,0.0,-0.030347124990566045
2010-06-30,570.0983751218395,0.0,0.010947848090539234
2010-05-31,563.8910650563336,0.0,0.033101865182773686
2010-04-29,545.5307754271322,0.0,0.0
2010-03-31,545.5307754271322,0.0,-0.023608993064564023
2010-02-25,558.5634464959641,0.0,0.0
2010-01-28,558.5634464959641,0.0,-0.07409045705047007
2009-12-31,601.5193296917573,0.0,0.006156566708717759
2009-11-30,597.8274122412784,0.0,0.1252154036372775
2009-10-29,527.467208989949,0.0,0.0
2009-09-29,527.467208989949,0.0,0.0
2009-08-31,527.467208989949,0.0,0.0
2009-07-30,527.467208989949,0.0,-0.12857256013727633
2009-06-30,599.8377851041652,0.0,-0.04181073712193933
2009-05-28,625.4491287264001,0.0,0.0
2009-04-30,625.4491287264001,0.0,0.0
2009-03-31,625.4491287264001,0.0,-0.020140732270704443
2009-02-26,638.1738445800896,0.0,0.08662718847254587
2009-01-29,585.2174815177193,0.0,-0.012184871908002187
2008-12-31,592.3919025027309,0.0,-0.007902624288005053
2008-11-27,597.0918998358858,0.0,0.09801333005062228
2008-10-29,541.3455002155337,0.0,0.2721632059066088
2008-09-29,412.35907113282974,0.0,0.07102184683136537
2008-08-28,384.08836942786536,0.0,-0.05517897555017158
2008-07-31,405.87759759115835,0.0,0.0
2008-06-30,405.87759759115835,0.0,0.0
2008-05-29,405.87759759115835,0.0,-0.015511395757580624
2008-04-30,412.2224068454938,0.0,-0.009996837772662366
2008-03-31,416.3639942704421,0.0,0.036053616052388625
2008-02-28,401.619951775195,0.0,0.012827965512204234
2008-01-31,396.5008886651431,0.0,-0.03936666770657478
2007-12-31,412.4211145586586,0.0,0.008999328158589222
2007-11-29,408.7262521852775,0.0,0.011585111303846946
2007-10-31,404.0184360029099,0.0,0.07463426826141893
2007-09-27,374.96258300134764,0.0,0.00505129358156283
2007-08-30,373.0733125594839,0.0,0.0
2007-07-31,373.0733125594839,0.0,0.0252055907205751
2007-06-28,363.7873006705031,0.0,-0.003855468691106334
2007-05-31,365.1925784800136,0.0,0.07053624748807612
2007-04-30,340.320758158281,0.0,-0.019740431091635566
2007-03-29,347.1055840001658,0.0,-0.026376042181087394
2007-02-28,356.38266402296694,0.0,0.00022758584351750014
2007-01-31,356.3015656025365,0.0,-0.003749396851960236
2006-12-28,357.6399891435005,0.0,0.043212136314766954
2006-11-30,342.5147516194085,0.0,-0.31972152767667494
2006-10-31,471.5552407807399,0.0,-0.028353447665984025
2006-09-28,485.11680769052657,0.0,0.057581626217306246
2006-08-31,457.9720134861749,0.0,0.09526761403429175
2006-07-31,416.3559162113414,0.0,0.0
2006-06-29,416.3559162113414,0.0,0.0
2006-05-31,416.3559162113414,0.0,0.0
2006-04-27,416.3559162113414,0.0,0.0
2006-03-30,416.3559162113414,0.0,0.0
2006-02-28,416.3559162113414,0.0,-0.05621724287370144
2006-01-30,440.4327230733408,0.0,0.14229507482888307
2005-12-29,382.01605263649896,0.0,-0.00970185739146488
2005-11-30,385.74035501292525,0.0,0.005298236740237474
2005-10-31,383.7020158617292,0.0,-0.0029545527340484098
2005-09-29,384.8373600930504,0.0,0.09467776642024733
2005-08-31,350.07346669427784,0.0,0.0
2005-07-28,350.07346669427784,0.0,0.00349279577504446
2005-06-30,348.8528644669112,0.0,0.03366086364696945
2005-05-31,337.30561130461,0.0,0.0
2005-04-28,337.30561130461,0.0,0.0
2005-03-31,337.30561130461,0.0,0.028684455812700498
2005-02-24,327.7676332338333,0.0,0.06486913113792246
2005-01-31,307.1805823945398,0.0,0.1557999608470791
2004-12-30,262.8637481537018,0.0,0.04547589532239603
2004-11-30,251.1775186465369,0.0,0.05257147131824866
2004-10-28,238.31384070680258,0.0,0.0393038150959273
2004-09-30,229.12888191014167,0.0,0.07847583339949003
2004-08-31,211.8352425915632,0.0,0.049225169502057756
2004-07-29,201.66010778213825,0.0,0.018258412242995545
2004-06-30,198.01152443075785,0.0,0.0
2004-05-31,198.01152443075785,0.0,-0.015253518832477378
2004-04-29,201.05505017518215,0.0,-0.02593728363052593
2004-03-31,206.33808971049336,0.0,0.002153883805052405
2004-02-26,205.89413972067877,0.0,-0.009015705863483117
2004-01-29,207.75881376929155,0.0,0.059418392367896034
2003-12-31,195.7737127274236,0.0,0.007423085534501353
2003-11-24,194.3258481720302,0.0,-0.009024767502703831
2003-10-30,196.08753120455646,0.0,0.029466423353599867
