Start Date,End Date,Start Equity,End Equity,Trades Entered,Winning Trades Entered,Win Ratio,CAGR,RAR,RAR Error,Max Drawdown,Max Drawdown Days,MAR Ratio,MAR Regressed,Sharpe Ratio,Sharpe CAGR,Sharpe Benchmark,Sortino Ratio
1997-07-31,2012-04-12,100.0,64.2504528321,66,20,0.30303030303,-0.0203881662831,-0.021072985205,0.000272987471827,0.441885565805,3687,-0.0461390184718,-0.0476887837841,-0.845039242158,-0.923948569837,-0.268793361156,-0.236738346379
