Date,EWMA_25,EWMA_350
2011-09-20,676.1279933284125,1282.2334651088208
2011-09-19,684.25782610578,1286.2659204962638
2011-09-15,693.3151449479284,1290.3386764876466
2011-09-14,700.318073693589,1294.2415915391516
2011-09-13,706.5079131680546,1298.0708270207515
2011-09-12,711.5577392653926,1301.8081383503834
2011-09-08,713.8875508708419,1305.3508783982368
2011-09-07,717.1231801100787,1308.9628605094015
2011-09-06,720.5626117859185,1312.5910144378222
2011-09-05,724.4094961014117,1316.2482695348872
2011-08-25,730.1144541098625,1320.0322137729095
2011-08-24,736.4306586190177,1323.8471834793445
2011-08-23,743.941546837269,1327.7299753617476
2011-08-22,751.7258424070415,1331.6107775128178
2011-08-18,757.2896626076282,1335.3165126275044
2011-08-17,763.7154678249306,1339.0708765967165
2011-08-16,772.6617568103414,1342.9832598436892
2011-08-11,783.5510698778697,1347.0004131952292
2011-08-10,793.8753257010254,1350.9393267378953
2011-08-08,803.7057695094442,1354.8076896418374
2011-08-03,808.7545836352311,1358.3130632214468
2011-08-02,813.5724656048337,1361.7937111482172
2011-08-01,816.1985044052365,1365.1159673725624
2011-07-28,820.6267131056727,1368.5661448360156
2011-07-27,825.0131058644787,1372.0078419410931
2011-07-26,828.6941980198518,1375.3956232702685
2011-07-25,832.3278811881727,1378.7784635182356
2011-07-21,835.4843712871871,1382.1270507017211
2011-07-20,838.6472355611194,1385.4771770667742
2011-07-19,841.9786718578792,1388.839968912429
2011-07-18,844.9085611793691,1392.1753269004657
2011-07-14,849.7584412776498,1395.6450422408695
2011-07-13,855.4449780507873,1399.1643834571496
2011-07-12,865.245392888353,1402.954208004182
2011-07-11,872.2733422957156,1406.5189312592202
2011-07-07,875.2336208203584,1409.7840827277544
2011-07-06,879.1339225553882,1413.1156247491167
2011-07-05,880.3050827683371,1416.2562300485386
2011-07-04,881.7996729990318,1419.4303631720259
2011-06-30,884.4046457489511,1422.6904798664216
2011-06-29,888.640032894697,1426.0664711550544
2011-06-28,890.018368969255,1429.241064112963
2011-06-27,891.9865663833594,1432.466514337106
2011-06-23,891.5987802486393,1435.5371533877485
2011-06-22,891.4345119360258,1438.6429823469907
2011-06-21,889.9582212640279,1441.6773260853688
2011-06-20,886.9189063693634,1444.6300328251132
2011-06-15,883.8413152334771,1447.6144456206725
2011-06-14,879.2622581696002,1450.5303450225101
2011-06-13,875.3691130170668,1453.5363641916936
2011-06-09,872.1140391018223,1456.6257989435085
2011-06-08,870.2977090269741,1459.8505313156775
2011-06-07,868.9750181125552,1463.1380988303804
2011-06-06,867.8937696219347,1466.4686896546232
2011-06-02,868.0582504237625,1469.9102294234176
2011-06-01,864.966437959076,1473.1466204229787
2011-05-31,861.955307788999,1476.424824551477
2011-05-26,861.5540834380821,1479.9185484744082
2011-05-25,862.2202570579223,1483.5079957436026
2011-05-24,863.7302784794157,1487.1722249455715
2011-05-23,863.6878016860336,1490.7420371229102
2011-05-19,865.0134518265363,1494.4266333241876
2011-05-18,867.5337394787475,1498.2069005638677
2011-05-17,870.2673844353097,1502.009060452486
2011-05-16,874.7479998049189,1505.9374791370274
2011-05-12,882.1603331219954,1510.064341481652
2011-05-11,890.498694215495,1514.2360569056157
2011-05-10,900.9394187334528,1518.5284698391722
2011-05-09,912.4310369612406,1522.857916657735
2011-05-05,924.7461233746773,1527.2029476987534
2011-05-04,937.2708003225671,1531.516718172672
2011-05-03,949.3858670161144,1535.7552667008822
2011-05-02,962.5996892674572,1540.0242367106293
2011-04-28,979.4654967064118,1544.493086204673
2011-04-27,998.8076214319461,1549.0611841198863
2011-04-26,1019.7465898846082,1553.6544287280233
2011-04-21,1042.4771390416588,1558.2772048238858
2011-04-20,1067.842733961797,1562.9774180320458
2011-04-19,1092.96879512528,1567.5427327485618
2011-04-18,1123.3286947190531,1572.3501409591552
2011-04-14,1148.3219192789743,1576.6420615377176
2011-04-13,1175.5420792188886,1580.9684916897963
2011-04-12,1208.046419153796,1585.5271076880185
2011-04-11,1241.411954083279,1589.9847988495546
2011-04-07,1274.2362835902188,1594.2396114504115
2011-04-06,1308.211807222737,1598.4098671034226
2011-04-05,1345.512791157965,1602.6380038776542
2011-04-04,1386.3896904211288,1606.922519659188
2011-03-31,1431.641331289556,1611.2981787976362
2011-03-30,1480.7372755636857,1615.7039563265625
2011-03-24,1486.6178818606595,1616.8818013484913
2011-01-20,1494.0968720157146,1618.142613963669
2011-01-18,1500.8474446836906,1619.3177005766413
2011-01-17,1502.4013984073313,1620.103475365046
2011-01-13,1496.9990149412754,1620.4064752238714
2011-01-12,1492.2772661863814,1620.7889765145528
2011-01-11,1487.5020383685799,1621.1970508785332
2011-01-10,1481.6347082326279,1621.559727387866
2011-01-06,1475.9167672520134,1621.9683791207478
2011-01-05,1470.2764978563478,1622.4174815798926
2011-01-04,1464.45787267771,1622.8892149986884
2011-01-03,1460.9251954008525,1623.554196173466
2010-12-30,1457.3764616842568,1624.242128529761
2010-12-29,1455.2820001579448,1625.0543470313644
2010-12-28,1453.8621668377734,1625.9296154957274
2010-12-27,1453.5081807409213,1626.8913324899722
2010-12-23,1453.0521958026645,1627.853575083038
2010-12-22,1453.2915454528863,1628.8717617597317
2010-12-21,1452.7616742406267,1629.84151397612
2010-12-20,1452.7059804273454,1630.8524682109403
2010-12-16,1452.1798121296242,1631.8371814958166
2010-12-15,1451.0031298070928,1632.785818639059
2010-12-14,1448.7767239576838,1633.6744479722342
2010-12-13,1446.9639509541573,1634.6093731755134
2010-12-09,1445.116780200337,1635.5576790389835
2010-12-08,1444.4198452170317,1636.6011041337629
2010-12-02,1445.7231656517843,1637.7920560199163
2010-12-01,1446.7492627894328,1638.963299893956
2010-11-30,1447.3292013552189,1640.1046941626894
2010-11-29,1446.3999681348203,1641.145523355599
2010-11-25,1445.548298812722,1642.2029762115048
2010-11-24,1444.6356570471153,1643.267176648247
2010-11-23,1442.7111284677082,1644.2731203539674
2010-11-22,1439.1928891733505,1645.1862614448212
2010-11-11,1439.229796604463,1646.3692772697198
2010-11-10,1438.802279654835,1647.5269235577982
2010-11-04,1439.3874696260714,1648.7632956125706
2010-11-03,1441.0772587615772,1650.079360343875
2010-11-02,1444.0278636583753,1651.4799870507168
2010-11-01,1447.589352296573,1652.9137405581707
2010-10-28,1448.8001316546206,1654.1736473808537
2010-10-27,1450.4334759591723,1655.4628946437813
2010-10-26,1449.5437656224365,1656.5766648136596
2010-10-25,1447.5865794243061,1657.6285081650271
2010-10-21,1445.5112943763318,1658.689473827864
2010-10-20,1444.6147355743592,1659.8494708125509
2010-10-19,1441.8267968722225,1660.8911869776657
2010-10-18,1438.9806966115743,1661.9508499402884
2010-10-14,1436.0174213292053,1663.0248376190293
2010-10-13,1432.2822064399722,1664.0688768030925
2010-10-12,1429.1773903099697,1665.1836554667207
2010-10-11,1426.2921728358006,1666.3377165295672
2010-10-05,1423.1915205721173,1667.5001103205675
2010-10-04,1418.0691472864603,1668.5479046490523
2010-09-30,1415.8140762269986,1669.8282364808522
2010-09-29,1412.069415912582,1671.026392563837
2010-09-28,1408.3168672386305,1672.2523317762373
2010-09-27,1404.749106175183,1673.519508462634
2010-09-23,1400.2923650231148,1674.7532592274629
2010-09-22,1396.3708954417077,1676.0564297674482
2010-09-21,1392.576803395183,1677.3983004251413
2010-09-20,1389.594037011448,1678.8253967026494
2010-09-16,1387.7985400957355,1680.359410437335
2010-09-15,1385.6375851037135,1681.8873726747984
2010-09-14,1382.8107171956897,1683.3906814007287
2010-09-13,1379.4799436286637,1684.8841523543147
2010-09-08,1378.777438931052,1686.5860099609297
2010-09-07,1378.8913921753062,1688.3577922529694
2010-09-06,1377.7373415232482,1690.0518770223275
2010-09-02,1376.1287866501855,1691.7310281800485
2010-09-01,1374.8828522043675,1693.453956708301
2010-08-31,1375.4455898880647,1695.3182773771164
2010-08-30,1375.1252223787365,1697.129327677272
2010-08-26,1373.6664909102976,1698.8743094977722
2010-08-24,1371.4328651528224,1700.5843628473297
2010-08-23,1369.1597705822242,1702.3143018894348
2010-08-19,1368.259751464076,1704.1616044790592
2010-08-18,1367.6163974194158,1706.0423013528648
2010-08-17,1366.2977638710336,1707.8910251428524
2010-08-16,1366.5167441936196,1709.8636384674533
2010-08-12,1365.588139543088,1711.7673842466365
2010-08-11,1363.8429845050118,1713.6312087981933
2010-08-10,1360.0807332137626,1715.3770036910196
2010-08-09,1356.3741276482426,1717.15818995859
2010-08-05,1353.7644716189295,1719.0462598150862
2010-08-04,1351.8323442538401,1721.0066968340839
2010-08-03,1349.5542062749935,1722.9656463861415
2010-08-02,1346.980390131243,1724.928544073168
2010-07-29,1344.5520893088465,1726.927446904533
2010-07-27,1344.357263417917,1729.1053119297742
2010-07-26,1345.3095353694098,1731.375657556879
2010-07-22,1347.8244966501939,1733.7610194913025
2010-07-21,1351.1407047043765,1736.2007388007085
2010-07-20,1355.3982634297413,1738.700169968621
2010-07-19,1358.2914520488864,1741.0957010286131
2010-07-15,1361.0049063862937,1743.4760202322154
2010-07-14,1364.9061485851514,1745.9361120387039
2010-07-13,1369.468327633914,1748.4333963483812
2010-07-12,1376.3306882700736,1751.077026126882
2010-07-08,1383.6299122925795,1753.726521978612
2010-07-07,1392.1624049836278,1756.434181130352
2010-07-06,1398.8626053989299,1758.9824572399816
2010-07-05,1409.0169891821738,1761.7444770522452
2010-06-30,1415.6892382806882,1764.2246746284757
2010-06-29,1421.762508137412,1766.639658437235
2010-06-28,1425.5660504821963,1768.8775934426062
2010-06-24,1428.7982213557125,1771.0672644652
2010-06-23,1431.9622398020217,1773.2462745767484
2010-06-22,1435.4274264521903,1775.4403506488215
2010-06-21,1435.7363786565395,1777.4100947786142
2010-06-17,1437.5419102112512,1779.492272972188
2010-06-16,1441.0537360621886,1781.6933748230315
2010-06-15,1446.4215474007042,1784.014597601387
2010-06-14,1452.177509684096,1786.3450537481
2010-06-10,1459.3614688244375,1788.7540798440778
2010-06-09,1466.5590912264738,1791.1366820208345
2010-06-08,1474.5090154953466,1793.5434251842778
2010-06-07,1481.1439334532922,1795.8279720334713
2010-06-03,1487.5734279077333,1798.0734618445515
2010-06-02,1495.271213566711,1800.3821922849213
2010-06-01,1503.82381469727,1802.7188237593334
2010-05-31,1509.8166325887094,1804.8438026920517
2010-05-27,1517.934685304435,1807.0927643120635
2010-05-26,1529.8259090798044,1809.56756525368
2010-05-25,1548.0114015031213,1812.4212475760507
2010-05-24,1561.2973516283814,1814.8501372469736
2010-05-20,1571.893797597413,1817.0318572311971
2010-05-19,1582.1624473971972,1819.1428134330952
2010-05-18,1586.7851513469636,1820.8187607880127
2010-05-17,1594.3722472925438,1822.6816763226145
2010-05-13,1597.1532679002555,1824.1812847829162
2010-05-12,1599.9227068919433,1825.6727534636207
2010-05-11,1603.0562657996052,1827.1819382972233
2010-05-10,1602.9934546162388,1828.462006711534
2010-05-06,1605.4054091675919,1829.9199551740644
2010-05-05,1608.419193264891,1831.4138231120248
2010-05-04,1609.1899593702985,1832.7447332731253
2010-05-03,1609.66245598449,1834.058342059791
2010-04-29,1608.2368273165307,1835.2462408681565
2010-04-28,1607.4740629262415,1836.494700701212
2010-04-27,1604.4252348367613,1837.5974783556603
2010-04-26,1600.0990044064915,1838.6362031599908
2010-04-22,1598.6689214403657,1839.9048346967243
2010-04-21,1595.1221648937294,1841.043372431376
2010-04-20,1590.9915119682069,1842.1686066573436
2010-04-19,1587.9166379655574,1843.3965642886178
2010-04-15,1581.7296911293536,1844.4351692415612
2010-04-14,1572.9838320567997,1845.3392103260403
2010-04-13,1566.195818061533,1846.433188608711
2010-04-12,1557.5371362333271,1847.4436939875575
2010-04-08,1549.4885642527709,1848.5515661594059
2010-04-07,1541.482611273835,1849.714841610176
2010-04-06,1533.958662213321,1850.9638091838733
2010-04-01,1529.0060507310977,1852.4398768582796
2010-03-31,1526.2048882920226,1854.1007357514504
2010-03-30,1523.4419623163576,1855.789794409052
2010-03-29,1519.9362925093874,1857.4532889328862
2010-03-25,1518.120150218503,1859.2625914482608
2010-03-24,1517.6593294033783,1861.1858727746119
2010-03-23,1517.2401068536597,1863.1256772031197
2010-03-22,1521.5242824247978,1865.4024432615904
2010-03-18,1525.4146392935309,1867.6406234522012
2010-03-17,1531.8650259013248,1870.0453834719847
2010-03-16,1539.632944726435,1872.5175633199617
2010-03-15,1550.044856786971,1875.1412169779558
2010-03-11,1551.4252615192183,1877.099160914792
2010-03-10,1552.5273666458197,1879.0412764501204
2010-03-09,1555.3904805329712,1881.109306687657
2010-03-08,1556.7330205773856,1883.0682138893053
2010-03-04,1557.4774389588342,1884.98952170529
2010-03-03,1557.4413922054036,1886.8639029185008
2010-03-02,1558.8898415558538,1888.8513178349394
2010-03-01,1560.773161685508,1890.871726533134
2010-02-25,1562.0259251593002,1892.8495587768768
2010-02-24,1564.6780855892418,1894.9277797440795
2010-02-23,1568.560426055012,1897.087308567828
2010-02-22,1570.0412948929295,1899.0718203647782
2010-02-18,1568.2722361340068,1900.8357276448055
2010-02-17,1564.3724224785071,1902.473353591194
2010-02-16,1558.8767910183826,1904.0329716633498
2010-02-15,1554.0198569365812,1905.6769428476669
2010-02-11,1549.9998450146295,1907.415721889774
2010-02-10,1546.390665432515,1909.2157546799733
2010-02-09,1541.4723875518914,1910.9567618701165
2010-02-08,1535.3509198478823,1912.6531903049024
2010-02-04,1531.2543298352057,1914.533667040174
2010-02-03,1526.2855239881394,1916.388415848427
2010-02-02,1522.377650987151,1918.3552262544354
2010-02-01,1519.3366219027466,1920.415313510908
2010-01-28,1516.3180070613087,1922.506174906386
2010-01-27,1515.0453409830843,1924.7463822124396
2010-01-26,1514.5766193983413,1927.062006179273
2010-01-21,1509.4938376815364,1929.0762870169767
2010-01-20,1503.806657488331,1931.0896754812572
2010-01-19,1498.8280456123587,1933.1959200398892
2010-01-18,1494.7678827467216,1935.4059253123241
2010-01-13,1492.969372975615,1937.8073919330252
2010-01-12,1490.9884873902495,1940.2203855830712
2010-01-11,1489.7966946727702,1942.7128233228023
2010-01-06,1490.5622525621675,1945.3609770381192
2010-01-04,1494.1191069423483,1948.2118708893406
2009-12-31,1501.9206991875437,1951.3506208657839
2009-12-30,1510.6515907865057,1954.5265556558456
2009-12-29,1518.5442233520478,1957.6130115621827
2009-12-24,1524.4295752980515,1960.5338884192724
2009-12-23,1530.7103732395556,1963.4649708743973
2009-12-22,1537.2754043428517,1966.3964033722448
2009-12-21,1543.7525213714225,1969.3009672884182
2009-12-17,1548.583564819041,1972.0718610837673
2009-12-16,1554.1488618872943,1974.881441949577
2009-12-14,1558.6029337112354,1977.5988141097466
2009-12-10,1568.1123448538383,1980.6538789470517
2009-12-09,1579.4492069249914,1983.7976261043414
2009-12-08,1586.2949741687405,1986.5855781164007
2009-12-03,1591.0803886828023,1989.2085900253774
2009-12-02,1599.182921073036,1992.0473212003078
2009-12-01,1610.3914978291223,1995.06948349945
2009-11-30,1626.3282893148823,1998.3698816856931
2009-11-25,1634.2523134244557,2001.0468437583904
2009-11-24,1643.552506209827,2003.7883729489831
2009-11-23,1655.1902150606459,2006.6530627653099
2009-11-19,1668.086899649033,2009.5540545290078
2009-11-18,1681.6999746197857,2012.4470290535294
2009-11-17,1693.1774725047676,2015.1317111684493
2009-11-16,1700.812261880165,2017.5017496278674
2009-11-12,1709.0716170368453,2019.8845676773108
2009-11-11,1714.8317517899154,2022.0618431367795
2009-11-10,1721.281064439075,2024.2659797736667
2009-11-09,1729.718653142331,2026.582518339705
2009-11-05,1740.811040904192,2029.0465442327693
2009-11-04,1749.5202943128745,2031.2972407613238
2009-11-03,1760.0578188389472,2033.6366518831653
2009-11-02,1763.992637075526,2035.4750281117222
2009-10-29,1766.4845234984866,2037.202162943308
2009-10-28,1768.5674004566936,2038.8967885189145
2009-10-27,1767.5421838280847,2040.3754520634354
2009-10-26,1764.496532480425,2041.7295234219653
2009-10-22,1762.7612435204603,2043.1989189716612
2009-10-21,1761.6038471471652,2044.7264199399801
2009-10-20,1758.5258344094289,2046.1372303694357
2009-10-19,1755.2763206102145,2047.5619709446187
2009-10-15,1753.1135139943988,2049.0882286577685
2009-10-14,1751.065473493932,2050.643519366409
2009-10-13,1752.8425962850927,2052.482508016073
2009-10-12,1752.5094793088504,2054.176734423042
2009-10-08,1753.9719359179212,2056.006056683346
2009-10-07,1753.512930577748,2057.7053464064593
2009-10-05,1749.2765081258935,2059.157239509075
2009-10-01,1742.8378838030512,2060.490289592222
2009-09-29,1736.684374119972,2061.887483228854
2009-09-28,1730.0055719633028,2063.2918241069565
2009-09-24,1719.346036293578,2064.468740004417
2009-09-23,1708.7340393180427,2065.7167557064486
2009-09-17,1700.9477092612128,2067.227052300755
2009-09-16,1694.052518366314,2068.8519064686675
2009-09-15,1688.3377282301733,2070.606759800866
2009-09-14,1682.827538916021,2072.4184890833926
2009-09-10,1676.7423338256895,2074.2326351526385
2009-09-08,1670.7083616444968,2076.095572889903
2009-09-07,1664.1807251148714,2077.9698168606187
2009-09-03,1659.5257855411105,2080.0209905962097
2009-09-02,1656.9271010028697,2082.2519991383083
2009-09-01,1654.7776927531086,2084.5415807952613
2009-08-31,1650.0141671492008,2086.6768334072685
2009-08-27,1646.024514411634,2088.9048381832417
2009-08-26,1640.9507239459367,2091.093920350481
2009-08-25,1636.209117608098,2093.347467171973
2009-08-24,1632.4515440754394,2095.7087707087753
2009-08-20,1631.5816727483927,2098.303720684184
2009-08-19,1633.3326454774253,2101.0987563328044
2009-08-18,1632.7003659338773,2103.735883876259
2009-08-17,1633.192896428367,2106.469098110507
2009-08-13,1629.8031377973975,2108.9481760366416
2009-08-12,1628.5150659471803,2111.605414867797
2009-08-11,1625.649654776112,2114.1767926034295
2009-08-10,1620.9471260074545,2116.6529919879763
2009-08-06,1613.8043865080756,2119.0025220280218
2009-08-05,1606.9872520504152,2121.428840205833
2009-08-04,1601.0203563879497,2123.966598602428
2009-08-03,1592.9595527536121,2126.4091006001495
2009-07-30,1587.4470154830797,2129.0870324087464
2009-07-29,1584.4984334400028,2131.9882188408883
2009-07-28,1582.0283028933363,2134.955830410177
2009-07-27,1579.8923281344478,2137.9775830199774
2009-07-22,1577.9316888123185,2141.040950257914
2009-07-21,1575.4601628800117,2144.0979757608247
2009-07-20,1573.0660097866792,2147.1920042752135
2009-07-16,1573.369843935569,2150.5030186263607
2009-07-15,1577.508164263533,2154.094955695853
2009-07-14,1583.465511285494,2157.808852290099
2009-07-13,1593.025970559285,2161.7576709278646
2009-07-09,1598.7781347725586,2165.412442681033
2009-07-08,1602.8129793369385,2168.9370985130163
2009-07-07,1602.72656094835,2172.1754199944667
2009-07-06,1603.9871076940456,2175.525422401312
2009-07-02,1600.1777000018824,2178.5387486041845
2009-06-30,1603.6841750020392,2182.0942715188216
2009-06-29,1610.8786895855424,2185.903694278242
2009-06-25,1620.477747051004,2189.85907361508
2009-06-24,1628.295059305254,2193.6595840655964
2009-06-23,1635.267980914025,2197.3790086161157
2009-06-22,1637.4936459901935,2200.753329582397
2009-06-18,1633.522283156043,2203.7080764567945
2009-06-17,1626.9166400857132,2206.521360562564
2009-06-16,1618.5371934261893,2209.266640565788
2009-06-15,1611.5969595450383,2212.174644236652
2009-06-11,1606.3200395071249,2215.2534674127933
2009-06-10,1599.5950427993853,2218.280593300546
2009-06-09,1595.854629699334,2221.5688488495466
2009-06-08,1589.6008488409452,2224.7245442584262
2009-06-04,1581.1350862443571,2227.7820488100506
2009-06-03,1574.2380100980533,2231.013464562544
2009-06-02,1566.3661776062245,2234.2358912935615
2009-06-01,1557.3691924067432,2237.444521043095
2009-05-28,1557.2799584406382,2241.335664430161
2009-05-27,1553.5599549773578,2244.999937578758
2009-05-26,1547.488284558804,2248.544808281215
2009-05-25,1542.505641605371,2252.2196782427122
2009-05-21,1538.3469450724851,2256.000822530636
2009-05-20,1530.1933571618588,2259.5527470150523
2009-05-19,1519.9903035920136,2263.03081433319
2009-05-18,1511.8244955580146,2266.7273806044404
2009-05-14,1505.8015368545157,2270.639285364351
2009-05-13,1495.9566649257254,2274.345298460995
2009-05-12,1481.9947203362024,2277.8458445839806
2009-05-11,1470.8026136975525,2281.636938249218
2009-05-07,1462.8003315056817,2285.7332530815916
2009-05-06,1456.4220257978218,2290.010578314151
2009-05-05,1451.1163612809735,2294.422730625407
2009-05-04,1446.1102247210545,2298.9111703424583
2009-04-30,1440.155243447809,2303.3887701725007
2009-04-29,1434.5990137351262,2307.9535768783603
2009-04-28,1430.9255982130533,2312.7058609865458
2009-04-27,1425.4460647308076,2317.3822269520847
2009-04-23,1419.119903458375,2322.0585720922113
2009-04-22,1411.3957287465726,2326.7018303850036
2009-04-21,1404.1612061421201,2331.449634570591
2009-04-16,1400.0113066539634,2336.478228464978
2009-04-14,1397.1889155417934,2341.650711149591
2009-04-13,1392.268825170276,2346.72475533956
2009-04-09,1386.6978939344656,2351.811315542079
2009-04-08,1380.1110517623376,2356.8890881239818
2009-04-07,1373.038639409199,2362.000314990022
2009-04-06,1367.5010260266322,2367.2869070530023
2009-04-02,1364.4761115288516,2372.808321993134
2009-04-01,1362.9149541562558,2378.4793725489685
2009-03-31,1361.1087003359437,2384.175013652401
2009-03-30,1358.5860920306056,2389.8643833581455
2009-03-26,1355.3865996998227,2395.554265211201
2009-03-25,1352.8438163414744,2401.3402495390587
2009-03-23,1350.147467703264,2407.163402831546
2009-03-19,1349.994756678536,2413.2102991228444
2009-03-18,1350.5134864017473,2419.338896825554
2009-03-17,1352.2104436018926,2425.580667007935
2009-03-16,1354.7521472353835,2431.906573409127
2009-03-12,1356.4548261716652,2438.196467812618
2009-03-11,1358.360228352637,2444.5265908373317
2009-03-10,1360.17441404869,2450.875797661615
2009-03-05,1362.6347818860809,2457.2954297399046
2009-03-04,1365.251013709921,2463.748469451881
2009-03-03,1369.621931519081,2470.344162686563
2009-03-02,1374.3429258123379,2476.9766793781764
2009-02-26,1379.6856696300326,2483.6629067671633
2009-02-25,1386.3961420992018,2490.4508890409006
2009-02-24,1394.6499872741351,2497.3454500096163
2009-02-23,1402.2091528803128,2504.1844497231386
2009-02-19,1410.6549156203387,2511.080291841896
2009-02-18,1421.0394919220337,2518.1005800472935
2009-02-17,1430.3702829155366,2525.0291220532954
