Date,Equity,Debt,Return
2012-04-20,520.900640736,0.0,0.000623884393754
2012-03-30,520.57576031,0.0,-0.0176980564382
2012-02-29,529.870950275,0.0,0.0328772546161
2012-01-31,512.733507806,0.0,0.0194249881063
2011-12-30,502.869777096,0.0,0.0120784663479
2011-11-30,496.832415847,0.0,-0.0070229075204
2011-10-31,500.333904882,0.0,0.0779391175067
2011-09-30,462.819240141,0.0,-0.0505666972428
2011-08-31,486.824293836,0.0,-0.0750952631805
2011-07-29,524.790181392,0.0,-0.0221930900264
2011-06-30,536.567096832,0.0,-0.00742314291203
2011-05-31,540.564930963,0.0,-0.0132507183439
2011-04-28,547.775471528,0.0,0.026899365356
2011-03-31,533.237072466,0.0,-0.0143162037791
2011-02-28,540.925909214,0.0,0.0221146071734
2011-01-31,529.094847035,0.0,-0.00629103989479
2010-12-31,532.433895858,0.0,0.0650550474485
2010-11-30,498.899016334,0.0,-0.0262254508689
2010-10-29,512.155942604,0.0,0.022560161352
2010-09-30,500.730980958,0.0,0.0600525690544
2010-08-31,471.54588936,0.0,-0.00625765167806
2010-07-30,474.505911019,0.0,0.0670724756885
2010-06-30,443.72349066,0.0,-0.053747113864
2010-05-28,468.22488945,0.0,-0.0679669811673
2010-04-30,501.155130403,0.0,-0.022488462068
2010-03-31,512.553018681,0.0,0.0589434788594
2010-02-26,483.214511326,0.0,0.0314926907956
2010-01-29,468.233913907,0.0,-0.042340355536
2009-12-31,488.484793791,0.0,0.0419164307572
2009-11-30,468.432451945,0.0,0.0285700219753
2009-10-30,455.238696869,0.0,-0.0175670634026
2009-09-30,463.30656078,0.0,0.0448157201482
2009-08-28,443.001534158,0.0,0.0631691589392
2009-07-31,415.883043047,0.0,0.08114999526
2009-06-30,383.467196101,0.0,-0.0389337401431
2009-05-29,398.69145384,0.0,0.0402289398432
2009-04-30,382.970851006,0.0,0.0777889634752
2009-03-31,354.309177872,0.0,0.0247556542338
2009-02-27,345.645699847,0.0,-0.0801210315415
2009-01-30,374.47883765,0.0,-0.0663352721211
2008-12-31,400.162440213,0.0,0.0335267924068
2008-11-28,386.968685137,0.0,-0.0206116721876
2008-10-31,395.027524592,0.0,-0.113313183132
2008-09-30,442.423968956,0.0,-0.139535767763
2008-08-29,508.672502482,0.0,0.0406808141724
2008-07-31,488.394549228,0.0,-0.0387807026121
2008-06-30,507.70688566,0.0,-0.0732556818732
2008-05-30,546.295460698,0.0,-0.00556801649488
2008-04-30,549.34572692,0.0,0.0653701056166
2008-03-31,514.583521343,0.0,-0.0314532591211
2008-02-29,531.026080679,0.0,0.000765039437892
2008-01-31,530.619980146,0.0,-0.09362657873
2007-12-31,582.700117318,0.0,0.00378606128326
2007-11-30,580.498149986,0.0,-0.0439629562603
2007-10-31,606.587853082,0.0,0.0386448256884
2007-09-28,583.593538489,0.0,0.0256080899642
2007-08-31,568.838552477,0.0,-0.00897079471779
2007-07-31,573.964443642,0.0,-0.0382218024331
2007-06-29,596.327046295,0.0,-0.0020409250215
2007-05-31,597.545347893,0.0,0.0263507358449
2007-04-30,582.005234185,0.0,0.0221374230076
2007-03-30,569.262701922,0.0,0.0218767488982
2007-02-28,556.944319105,0.0,-0.00510724689018
2007-01-31,559.796047288,0.0,-0.00284934875134
2006-12-29,561.393376049,0.0,0.0280386105809
2006-11-30,545.871311254,0.0,-0.0132043304594
2006-10-31,553.1269741,0.0,0.0278595354652
2006-09-29,537.92978973,0.0,0.0092189851449
2006-08-31,532.993412147,0.0,-0.003751778888
2006-07-31,534.99684144,0.0,0.0161374732325
2006-06-30,526.432632434,0.0,0.0189671002846
2006-05-31,516.541828355,0.0,-0.0509691564616
2006-04-28,543.55202599,0.0,0.00976008148009
