Date,ATR_14,ATR_25,ATR_50,ATR_100,ATR_250,ATR_500
23/02/2012,63.33571429,72.824,82.758,116.968,122.638,111.6178
22/02/2012,68.47857143,73.568,83.882,117.821,122.7716,111.7864
21/02/2012,74.72142857,75.644,86.2,118.674,123.0632,111.9116
20/02/2012,74.67142857,76.204,87.68,119.357,123.2596,112.0132
17/02/2012,78.12857143,78.204,87.588,121.8,123.3276,111.9812
16/02/2012,78.82142857,78.056,87.906,122.918,123.2676,112.0422
15/02/2012,82.96428571,78.668,89.17,124.702,123.3104,112.0972
14/02/2012,85.55,80.752,92.506,127.472,123.3696,112.1952
13/02/2012,85.19285714,80.864,96.432,127.768,123.3164,112.2218
10/02/2012,85.4,80.684,98.602,128.712,123.4076,112.3122
09/02/2012,84.65,82.672,102.438,129.719,123.6164,112.4238
08/02/2012,88.1,84.724,104.042,130.684,123.722,112.4376
07/02/2012,88.52142857,89.068,104.626,132.034,123.6648,112.506
06/02/2012,86.81428571,87.764,105.31,132.529,123.6116,112.4646
03/02/2012,82.42142857,85.38,105.724,132.511,123.3408,112.3456
02/02/2012,83.15714286,83.84,107.426,133.581,123.0616,112.2724
01/02/2012,78.85,83.976,107.956,133.937,122.7772,112.2034
31/01/2012,78.8,85.024,109.63,135.181,123.0892,112.4876
30/01/2012,77.05,84.364,109.402,136.258,123.1624,112.5716
27/01/2012,76.89285714,85.36,110.404,136.883,123.2832,112.5616
26/01/2012,73.90714286,84.816,110.098,139.031,123.342,112.5986
25/01/2012,74.75,84.08,112.128,139.795,123.1968,112.6346
24/01/2012,77.14285714,85.14,114.294,140.768,123.2884,112.693
23/01/2012,84.13571429,88.836,116.748,142.746,123.2628,112.8288
20/01/2012,87,91.916,118.744,144.932,123.4256,112.9268
19/01/2012,85.75714286,92.692,119.392,145.347,123.3776,112.8628
18/01/2012,86.82142857,94.196,120.644,146.248,123.9664,112.9094
17/01/2012,89.6,96.756,122.206,146.932,124.0392,113.072
16/01/2012,90.42142857,99.156,123.642,147.554,124.0668,113.2802
13/01/2012,89.12857143,96.972,126.74,148.194,123.748,113.251
12/01/2012,91.86428571,97.756,129.608,150.509,123.8436,113.3336
11/01/2012,93.94285714,99.672,131.418,152.824,123.8096,113.316
10/01/2012,91.49285714,104.26,133.732,152.74,123.7888,113.27
09/01/2012,92.82857143,112,134.076,152.998,123.8252,113.2258
06/01/2012,99.95714286,116.52,135.06,154.917,123.8572,113.2592
05/01/2012,101.1571429,122.204,136.418,157.732,123.9,113.2718
04/01/2012,102.3285714,123.36,137.002,159.067,123.8588,113.2246
03/01/2012,97.67857143,120.184,135.69,160.139,123.776,113.0042
30/12/2011,102.8714286,122.856,136.22,163.231,124.0728,112.9572
29/12/2011,107.0214286,126.068,137.37,165.714,124.2092,112.9042
28/12/2011,106.6071429,131.012,138.602,168.915,124.1036,112.9738
23/12/2011,103.4571429,131.936,138.258,170.938,123.7896,112.9476
22/12/2011,104.9571429,134.236,138.304,172.028,123.5708,112.8598
21/12/2011,112.5785714,134.44,138.38,172.903,123.3796,112.749
20/12/2011,124.4642857,135.448,138.274,173.391,123.3588,112.6934
19/12/2011,130.5214286,135.38,139.274,173.523,123.3536,112.6656
16/12/2011,142.8285714,140.176,141.992,173.68,123.2856,112.6918
15/12/2011,145.3928571,143.448,147.146,173.735,123.1096,112.7772
14/12/2011,140.1142857,144.66,148.634,172.7,122.6496,112.7052
13/12/2011,142.25,145.572,150.526,172.036,122.36,112.7276
12/12/2011,145.3571429,146.092,151.178,172.285,122.2228,112.7378
09/12/2011,152.5642857,147.092,151.76,172.657,122.0896,112.6776
08/12/2011,152.4214286,147.656,151.148,172.186,121.6296,112.536
07/12/2011,153.0642857,148.128,151.034,171.384,121.268,112.41
06/12/2011,156.0357143,156.508,156.012,171.781,121.2072,112.403
05/12/2011,159.1714286,161.46,157.93,171.619,121.2144,112.3826
02/12/2011,157.7071429,163.164,160.234,171.207,121.0176,112.4088
01/12/2011,155.6285714,163.204,162.438,170.198,120.5716,112.2142
30/11/2011,148.9857143,156.152,159.104,168.92,120.4728,111.8418
29/11/2011,150.2071429,153.6,158.822,168.745,120.2948,111.6992
28/11/2011,142.8857143,150.632,157,167.393,120.122,111.345
25/11/2011,142.9214286,150.644,157.326,166.949,120.3084,111.3682
24/11/2011,145.7285714,151.196,159.442,166.623,120.366,111.4406
23/11/2011,147.1571429,149.584,159.748,165.584,120.2996,111.33
22/11/2011,146.4142857,148.672,159.298,164.828,120.0696,111.3522
21/11/2011,152.1357143,146.192,159.736,164.161,120.0748,111.3074
18/11/2011,156.1785714,144.58,159.918,164.488,119.9488,111.1266
17/11/2011,156.6142857,142.372,160.732,164.396,119.7356,110.986
16/11/2011,163.9428571,142.32,163.114,164.142,119.7212,111.0236
15/11/2011,161.4357143,141.1,163.362,163.402,119.7412,110.9628
14/11/2011,163.0571429,143.168,167.964,163.484,120.0016,110.9998
11/11/2011,161.5,143.808,167.462,162.779,119.6956,110.7106
10/11/2011,158.2428571,150.844,167.242,161.869,119.492,110.4708
09/11/2011,151.7857143,152.608,168.744,161.255,118.9812,110.3546
08/11/2011,149.4142857,155.48,171.12,160.581,118.7816,110.1766
07/11/2011,149.9642857,156.264,171.302,160.207,118.498,110.027
04/11/2011,150.9571429,156.428,171.852,160.007,118.1972,109.919
03/11/2011,146.9285714,154.64,171.658,159.186,118.054,109.7702
02/11/2011,142.7857143,153.94,171.466,158.22,118.0004,109.7934
01/11/2011,130.7,155.516,169.648,156.349,117.1124,109.4438
31/10/2011,122.8142857,154.4,171.41,155.409,116.6616,109.2738
28/10/2011,122,157.304,174.23,154.581,116.328,109.2214
27/10/2011,120.9928571,161.672,171.748,153.245,115.6756,109.0296
26/10/2011,139.5071429,162.056,171.92,152.782,115.588,109.0406
25/10/2011,148.4357143,164.044,174.774,152.301,115.5864,109.1144
24/10/2011,151.5428571,163.368,179.046,151.403,115.2808,108.9934
21/10/2011,152.9571429,164.008,181.132,151.622,114.9908,109.043
20/10/2011,155.0714286,167.688,184.588,151.466,114.7756,109.005
19/10/2011,156.1857143,169.912,190.242,151.537,114.7228,109.0306
18/10/2011,155.8214286,169.924,194.058,150.926,114.388,108.9484
17/10/2011,168.7857143,173.28,199.228,150.246,114.1192,108.8542
14/10/2011,173.7142857,175.256,203.618,149.895,114.0108,108.8296
13/10/2011,183.2785714,179.092,205.752,149.919,113.9716,108.7644
12/10/2011,198.5,183.908,207.426,150.622,113.7884,108.7518
11/10/2011,198.8571429,185.624,208.508,150.598,114.0188,108.7602
10/10/2011,200.3357143,192.76,207.772,150.176,113.7864,108.6228
07/10/2011,196.4285714,191.116,205.368,148.903,113.2448,108.4348
06/10/2011,181.75,183.64,200.324,146.252,112.0856,107.8952
05/10/2011,178.7142857,184.88,196.766,144.692,111.3772,107.5876
04/10/2011,175.1857143,186.76,193.546,143.437,111.0728,107.2798
03/10/2011,174.3571429,186.34,193.392,142.937,110.874,107.1172
30/09/2011,181.05,187.276,193.554,142.399,110.5956,107.029
29/09/2011,183.7428571,188.676,193.224,142.191,110.396,107.1162
28/09/2011,187.7,188.992,191.734,141.686,110.328,106.9984
27/09/2011,181.4,183.78,187.55,139.619,109.3672,106.7098
26/09/2011,178.5714286,188.42,185.308,139.509,108.9716,106.6446
23/09/2011,185.3142857,191.156,182.18,138.489,108.3128,106.3958
22/09/2011,173.5714286,181.824,177.958,135.774,107.522,105.9646
21/09/2011,178.05,181.784,178.736,135.209,107.6012,106.01
20/09/2011,185.6428571,185.504,178.668,134.238,107.3032,105.8598
19/09/2011,193.3142857,194.724,177.786,133.409,106.988,105.7584
16/09/2011,192.8357143,198.256,176.572,133.209,106.8176,105.5766
15/09/2011,190.05,201.488,173.804,132.82,106.4708,105.3054
14/09/2011,189.6928571,210.572,171.42,132.251,105.9952,105.1394
13/09/2011,189.8714286,218.192,170.358,132.307,105.6316,104.9698
12/09/2011,187.5357143,225.176,168.586,130.605,105.0052,104.7688
09/09/2011,197.2214286,231.98,169.058,129.849,104.7428,104.7136
08/09/2011,204.8214286,232.412,168.06,128.802,104.3648,104.5232
07/09/2011,194.7785714,230.944,165.17,127.547,103.9688,104.194
06/09/2011,192,231.392,163.442,126.655,103.7648,104.0334
05/09/2011,187.3785714,222.784,159.004,124.085,102.7332,103.5588
02/09/2011,202.8714286,219.62,158.096,122.974,102.3656,103.3952
01/09/2011,207.85,217.008,156.496,121.895,102.0576,103.2664
31/08/2011,208.3714286,208.652,153.766,119.622,101.5824,103.01
30/08/2011,217.7071429,200.332,150.042,118.165,101.5136,102.6562
26/08/2011,231.2357143,200.444,149.112,117.878,101.3916,102.492
25/08/2011,248.7285714,199.832,148.162,116.997,101.152,102.3952
24/08/2011,261.0714286,197.772,146.714,116.156,100.8816,102.3392
23/08/2011,265.2357143,194.476,144.974,115.323,100.8388,102.2166
22/08/2011,265.6214286,191.32,143.05,113.689,100.5796,101.9524
19/08/2011,255.3071429,182.196,139.408,111.985,99.7424,101.48
18/08/2011,241.7928571,173.204,134.932,110.58,99.1468,101.0318
17/08/2011,241.0642857,174.092,134.742,110.378,99.3388,101.1702
16/08/2011,240.95,175.688,133.644,110.127,99.168,101.3
15/08/2011,226.9785714,171.832,129.828,108.514,98.6504,101.0598
12/08/2011,203.3285714,160.848,123.76,105.943,97.4464,100.452
11/08/2011,196.7428571,154.888,122.112,104.741,96.8592,100.1436
10/08/2011,187.0928571,146.12,118.344,103.792,96.2128,99.8902
09/08/2011,166.8357143,132.268,112.832,101.782,95.34,99.3024
08/08/2011,147.5214286,122.524,107.794,99.271,94.2976,98.9018
05/08/2011,127.0785714,111.996,101.264,96.387,93.1212,98.2894
04/08/2011,108.3214286,106.136,96.172,94.474,92.222,97.8114
03/08/2011,99.09285714,103.708,94.086,93.156,91.6844,97.6026
02/08/2011,93.25714286,99.396,93.818,92.094,91.256,97.4352
01/08/2011,92.52857143,95.492,92.688,91.413,91.2244,97.3074
29/07/2011,96.39285714,95.224,92.58,91.16,91.4276,97.2378
28/07/2011,97.92142857,96.572,92.438,91.742,91.5724,97.2274
27/07/2011,96.92142857,95.984,92.18,92.05,91.53,97.2672
26/07/2011,96.70714286,98.88,92.618,92.623,91.6744,97.2776
25/07/2011,96.16428571,99.752,93.328,92.904,91.7484,97.4248
22/07/2011,92.09285714,97.78,92.482,92.931,91.512,97.2892
21/07/2011,91.87857143,96.492,91.244,92.331,91.4912,97.2078
20/07/2011,97.43571429,95.656,91.158,92.372,91.7844,97.1298
19/07/2011,103.15,95.472,91.638,92.925,92.0656,97.2314
18/07/2011,101.4714286,94.78,91.688,92.744,91.98,97.231
15/07/2011,100.4785714,96.62,93.71,92.597,92.2304,97.2174
14/07/2011,102.5428571,96.66,94.798,92.484,92.4508,97.2718
13/07/2011,102.6357143,95.392,93.59,91.973,92.3208,97.2086
12/07/2011,98.62142857,91.6,91.682,91.155,92.122,97.055
11/07/2011,96.70714286,87.824,89.808,90.473,92.072,96.9934
08/07/2011,94.22857143,86.672,89.032,90.429,91.9352,97.0842
07/07/2011,94.76428571,89.336,89.846,90.335,92.0848,97.206
06/07/2011,98.47142857,90.568,91.836,90.226,92.728,97.327
05/07/2011,101.4571429,93.396,93.082,90.79,93.34,97.3688
04/07/2011,99.21428571,93.064,94.256,90.662,93.5944,97.3002
01/07/2011,96.33571429,90.532,92.624,89.78,93.2888,97.2364
30/06/2011,91.32857143,86.208,90.64,88.477,92.8888,96.9942
29/06/2011,86.50714286,84.464,89.544,88.512,92.9784,96.8666
28/06/2011,86.10714286,88.24,89.924,89.063,93.2484,96.9008
27/06/2011,85.57857143,89.884,89.868,89.604,93.744,97.0406
24/06/2011,83.17857143,89.936,89.166,89.822,93.6112,97.0726
23/06/2011,80.24285714,88.304,87.852,89.149,93.8136,97.0044
22/06/2011,85.05,88.376,87.294,89.205,94.0844,96.9994
21/06/2011,81.86428571,86.356,85.478,88.528,94.0544,96.9246
20/06/2011,84.81428571,86.904,86.288,88.611,94.14,96.9432
17/06/2011,83.67142857,87.184,86.644,88.541,94.11,96.916
16/06/2011,81.23571429,85.996,85.832,89.587,93.8904,96.9386
15/06/2011,80.56428571,86.66,85.598,89.809,93.8124,97.051
14/06/2011,83.49285714,87.804,85.672,90.126,93.9712,97.1652
13/06/2011,89.79285714,88.596,84.328,89.651,93.9692,97.1096
10/06/2011,88.45,90.8,84.562,89.396,93.876,97.081
09/06/2011,90.53571429,92.936,86.228,89.234,94.1424,97.1754
08/06/2011,89.97857143,91.788,86.014,89.361,94.3532,97.304
07/06/2011,92.86428571,91.764,86.61,89.743,94.5924,97.3108
06/06/2011,94.08571429,91.792,87.2,89.812,94.748,97.3284
03/06/2011,94.64285714,91.392,88.126,90.138,95.224,97.3834
02/06/2011,90.92142857,90.356,87.37,89.524,95.2736,97.2052
01/06/2011,90.30714286,93.104,89.24,90.129,95.4944,97.2196
31/05/2011,89.42857143,92.768,90.732,90.535,95.4216,97.2196
27/05/2011,89.82142857,95.448,90.748,90.912,95.6484,97.2558
26/05/2011,92.87857143,94.716,91.51,90.712,95.9676,97.3604
25/05/2011,99.52857143,95.072,92.776,90.45,96.7036,97.3596
24/05/2011,101.6357143,94.624,92.226,89.856,96.9728,97.4168
23/05/2011,92.44285714,91.608,90.37,88.637,96.9304,97.2172
20/05/2011,88.93571429,89.852,90.138,88.662,97.0208,97.1876
19/05/2011,86.49285714,88.396,89.74,88.571,97.3084,97.2392
18/05/2011,85.75714286,87.4,91.046,88.315,97.9496,97.3486
17/05/2011,88.58571429,86.212,91.92,87.949,98.3556,97.3912
16/05/2011,93.91428571,84.6,92.628,87.615,98.3608,97.5534
13/05/2011,95.28571429,85.672,92.48,87.2,98.72,97.5088
12/05/2011,98.42857143,86.104,93.38,87.031,99.0924,97.6676
11/05/2011,96.80714286,85.668,93.418,86.945,99.3892,97.7954
10/05/2011,95.58571429,84.536,93.586,86.309,99.508,97.769
09/05/2011,95.67142857,83.54,94.212,85.967,100.042,97.7844
06/05/2011,95.17142857,80.06,93.8,85.393,100.9572,97.81
05/05/2011,86.75714286,78.324,91.484,84.562,101.296,97.6026
04/05/2011,82.42857143,79.52,90.17,83.938,101.4888,97.5004
03/05/2011,82.14285714,80.24,90.356,84.436,102.1732,97.572
28/04/2011,82.95,81.456,90.628,86.421,102.9412,97.7714
27/04/2011,81.24285714,82.608,91.138,87.088,103.1096,97.9556
26/04/2011,84.42857143,84.86,91.826,88.396,103.192,98.0928
21/04/2011,83.32857143,84.384,90.824,88.899,103.3944,97.9572
20/04/2011,77.02857143,85.376,88.616,88.374,103.5744,97.9612
19/04/2011,74.72857143,88.696,88.498,88.624,103.5264,98.0218
18/04/2011,68.55714286,86.048,87.068,88.218,103.272,97.96
15/04/2011,66.70714286,88.304,86.936,89.714,103.59,98.1532
14/04/2011,69.62142857,90.48,86.314,90.064,103.5744,98.3078
13/04/2011,74.66428571,89.828,87.48,90.171,103.6048,98.3164
12/04/2011,72.14285714,89.132,88.202,90.199,103.6028,98.3706
11/04/2011,73.94285714,90.424,89.34,91.017,103.848,98.5292
08/04/2011,76.15714286,91.084,90.478,91.937,103.8652,98.711
07/04/2011,81.22142857,94.692,90.446,92.534,103.8868,98.8714
06/04/2011,85.32142857,97.628,91.116,93.214,103.8464,98.99
05/04/2011,95.3,100.656,91.578,93.459,103.9568,99.079
04/04/2011,100.6857143,99.288,90.934,93.229,103.87,99.0628
01/04/2011,98.32857143,100.656,90.438,92.716,103.7564,99.066
31/03/2011,101.5142857,101.168,93.342,92.57,103.616,99.166
30/03/2011,106.2,102.636,94.02,93.15,103.746,99.3626
29/03/2011,106.9,104.884,94.58,93.945,103.9292,99.5358
28/03/2011,111.3714286,107.54,94.974,94.268,104.0768,99.7178
25/03/2011,108.3642857,104.644,94.23,93.964,103.9152,100.0506
24/03/2011,103.0785714,100.82,92.24,93.125,103.5112,100.137
23/03/2011,107.95,100.472,92.708,92.937,103.3636,100.3304
22/03/2011,111.8285714,99.8,92.876,92.883,103.4452,100.5628
21/03/2011,113.4714286,99.668,92.424,93.065,103.3368,100.5282
18/03/2011,110.1928571,98.792,92.15,92.736,103.2176,100.4328
17/03/2011,112.3857143,97.264,91.678,92.17,103.046,100.398
16/03/2011,105.2285714,91.856,91.018,90.853,102.5688,100.272
15/03/2011,99.62142857,88.3,90.338,89.904,102.0016,100.255
14/03/2011,102.1928571,88.088,91.076,89.67,101.9124,100.2634
11/03/2011,101.0571429,85.568,89.914,89.297,101.6532,100.284
10/03/2011,94.91428571,82.148,88.124,88.744,101.3284,100.2822
09/03/2011,94.29285714,85.132,87.486,88.897,101.2152,100.3638
08/03/2011,92.39285714,87.272,86.904,88.664,101.0524,100.4898
07/03/2011,90.68571429,88.256,87.186,89.38,101.0492,100.6076
04/03/2011,91.48571429,89.872,87.402,89.42,100.9684,100.6748
03/03/2011,88.54285714,86.2,85.584,88.686,100.7296,100.7514
02/03/2011,84.67142857,84.604,83.978,88.002,100.6224,101.0094
01/03/2011,79.58571429,82.5,82.602,87.437,100.418,100.9916
28/02/2011,81.06428571,82.58,81.92,88.005,100.64,101.074
25/02/2011,75.88571429,80.22,80.682,87.558,100.5976,101.0328
24/02/2011,73.65714286,85.516,80.472,87.381,100.8012,101.1764
23/02/2011,69.61428571,85.404,79.032,87.006,100.76,101.6022
22/02/2011,71.62857143,84.276,77.722,87.028,100.7668,101.9638
21/02/2011,75.17857143,82.408,76.986,86.899,100.6348,102.0882
18/02/2011,79.1,83.816,77.64,87.178,100.8168,102.2156
17/02/2011,83.52857143,83.66,77.706,87.208,100.884,102.2682
16/02/2011,82.46428571,84.944,78.516,87.853,101.0208,102.4308
15/02/2011,84.69285714,85.952,82.214,88.48,101.1272,102.6574
14/02/2011,82.81428571,85.18,83.038,88.451,101.2168,102.7962
11/02/2011,81.24285714,85.508,84.966,88.148,101.2312,102.7608
10/02/2011,81.95,86.092,86.974,88.423,101.1532,102.8742
09/02/2011,93.90714286,90.18,88.132,89.049,101.3472,103.1016
08/02/2011,94.45,92.376,88.75,88.488,101.3176,103.2258
07/02/2011,95.38571429,94.064,89.368,88.238,101.3504,103.3376
04/02/2011,95.41428571,94.26,92.492,88.44,101.4832,103.4448
03/02/2011,97.89285714,94.1,93.814,88.851,101.6296,103.4982
02/02/2011,91.66428571,89.84,92.862,88.37,101.886,103.4656
01/02/2011,88.23571429,86.536,92.196,88.274,101.9808,103.3608
31/01/2011,86.57142857,86.116,92.694,88.087,101.84,103.4718
28/01/2011,83.10714286,84.932,93.396,87.509,101.8552,103.4436
27/01/2011,87.30714286,84.968,94.622,87.717,102.0724,103.7192
26/01/2011,87.32857143,83.352,95.312,87.691,102.0976,103.8076
25/01/2011,93.3,82.704,95.34,88.545,102.3948,103.9872
24/01/2011,98.55714286,81.26,95.524,90.152,102.428,104.1264
21/01/2011,100.6071429,81.144,94.994,90.382,102.348,104.259
20/01/2011,89.27142857,75.428,91.798,89.212,101.8524,104.1694
19/01/2011,85.14285714,72.66,92.28,89.038,102.1048,104.2748
18/01/2011,81.56428571,71.168,93.31,89.484,102.4936,104.6178
17/01/2011,82.55,71.564,93.562,90.273,102.754,104.754
14/01/2011,83.20714286,71.464,93.698,90.256,102.8236,104.8026
13/01/2011,85.8,71.752,94.01,91.167,102.8224,104.9514
12/01/2011,82.50714286,72.088,93.166,91.615,102.7512,105.0836
11/01/2011,80.05,78.476,92.89,91.355,102.6264,105.3634
10/01/2011,78.39285714,80.896,93.706,91.9,102.6612,105.4898
07/01/2011,73.65714286,84.424,93.322,91.598,102.6436,105.8882
06/01/2011,73.11428571,87.856,92.662,91.568,102.5904,106.3386
05/01/2011,67.56428571,86.084,90.688,91.231,102.2324,106.2604
04/01/2011,59.24285714,85.124,89.47,91.399,101.8416,106.1784
31/12/2010,54.5,84.672,88.264,90.935,101.5992,106.1644
30/12/2010,54.88571429,90.724,88.68,91.459,101.844,106.3304
29/12/2010,57.47142857,93.528,89.364,92.019,102.1056,106.5778
24/12/2010,59.36428571,95.884,90.308,92.312,102.1488,106.7526
23/12/2010,62.43571429,97.856,90.424,92.594,102.1184,106.9322
22/12/2010,72.92857143,99.272,91.574,93.055,102.028,107.0856
21/12/2010,75.9,101.86,91.438,93.708,101.9776,107.1426
20/12/2010,86.33571429,104.276,91.788,94.397,102.098,107.3982
17/12/2010,95.37142857,107.272,92.026,94.786,102.4448,107.5362
16/12/2010,99.33571429,107.976,92.272,95.262,102.7608,107.6288
15/12/2010,105.4571429,109.788,94.09,95.507,103.0952,107.6748
14/12/2010,106.9071429,108.844,94.434,95.508,103.2528,107.6894
13/12/2010,116.5857143,108.168,94.29,96.161,103.2656,107.8168
10/12/2010,122.4071429,111.9,94.98,97.573,103.4424,107.9498
09/12/2010,125.7,115.452,96.334,98.378,103.552,108.0828
08/12/2010,129.5,115.56,96.812,98.713,103.5988,108.139
07/12/2010,132.8642857,115.932,96.716,99.159,103.5508,108.1998
06/12/2010,139.5642857,116.268,96.71,99.79,103.8,108.459
03/12/2010,139.9857143,114.244,97.19,99.571,103.8568,108.4984
02/12/2010,131.4714286,107.304,94.746,98.043,103.2108,108.2892
01/12/2010,126.75,106.516,93.864,98.188,103.1036,108.6972
30/11/2010,118.95,102.22,91.33,96.926,102.568,108.9042
29/11/2010,110.5928571,97.468,89.872,96.39,102.428,108.9842
26/11/2010,107,95.292,89.966,97.528,102.5152,109.127
25/11/2010,107.0571429,93.816,88.226,98.185,102.3604,109.2692
24/11/2010,109.4642857,91.856,87.108,98.64,102.6348,109.4022
23/11/2010,99.23571429,86.636,84.388,97.196,102.54,109.4978
22/11/2010,97.47857143,85.2,83.888,96.838,102.3044,109.5392
19/11/2010,95.76428571,84.732,83.878,97.503,102.2364,109.7108
18/11/2010,91.7,82.992,84.352,97.96,102.326,109.7886
17/11/2010,87.27142857,83.876,83.48,98.409,102.1844,110.3136
16/11/2010,84.21428571,81.016,81.622,97.508,101.998,110.8494
15/11/2010,82.66428571,79.3,80.812,98.074,101.7256,111.0814
12/11/2010,77.86428571,76.78,80.07,98.35,101.4496,111.5176
11/11/2010,76.68571429,76.568,81.75,98.938,101.728,111.8222
10/11/2010,76.93571429,78.392,84.78,98.977,101.5716,112.002
09/11/2010,76.57142857,80.024,85.77,99.237,101.556,112.3128
08/11/2010,78.13571429,80.412,86.626,99.24,101.6408,112.5602
05/11/2010,74.72857143,78.06,85.796,98.582,101.4864,112.6358
04/11/2010,70.84285714,77.216,85.658,98.147,101.5864,112.815
03/11/2010,71.34285714,78.064,86.984,98.491,101.7752,113.2542
02/11/2010,75.62142857,77.5,86.814,98.445,101.886,113.394
01/11/2010,76.61428571,77.152,88.324,99.117,102.1148,113.5942
29/10/2010,77.58571429,80.136,90.064,99.939,102.3836,114.224
28/10/2010,76.96428571,82.188,89.82,100.293,102.4932,114.38
27/10/2010,73.27142857,81.212,90.094,100.205,102.6424,114.746
26/10/2010,76.4,80.44,89.874,101.261,102.706,115.0684
25/10/2010,79.44285714,82.276,90.474,102.329,103.0952,115.3402
22/10/2010,80.42857143,84.64,91.774,103.263,103.2344,115.98
21/10/2010,78.92142857,82.636,93.328,103.284,103.3384,116.5924
20/10/2010,83.32142857,82.36,93.606,104.077,103.5088,117.0156
19/10/2010,83.92857143,82.14,94.238,104.867,103.5892,117.3658
18/10/2010,83.72857143,82.576,94.674,106.627,103.6484,117.9536
15/10/2010,82.22857143,83.024,94.316,107.422,103.5572,118.1594
14/10/2010,86.6,85.712,94.764,108.477,103.7152,118.6418
13/10/2010,84.25714286,83.084,94.536,108.103,103.5016,118.6754
12/10/2010,84.56428571,82.228,95.978,108.981,103.4592,119.3592
11/10/2010,84.7,82.324,97.006,110.665,103.6248,119.7374
08/10/2010,87.67857143,83.36,97.546,111.927,103.7048,120.6888
07/10/2010,91.1,86.932,98.252,112.151,103.798,121.4854
06/10/2010,84.51428571,91.168,96.924,112.555,103.4868,122.148
05/10/2010,80.74285714,91.516,96.582,113.483,103.3604,122.7228
04/10/2010,81.22142857,92.84,98.032,114.383,103.4624,123.7654
01/10/2010,82.79285714,93.532,100.166,114.971,103.8364,124.311
30/09/2010,81.21428571,94.1,100.422,115.971,103.6688,124.9064
29/09/2010,85,95.904,100.614,118.594,104.0524,125.497
28/09/2010,85.59285714,96.128,101.602,120.32,104.3176,126.2064
27/09/2010,85.67857143,99.496,102.87,121.429,104.4788,126.4362
24/09/2010,81.49285714,99.992,101.952,122.402,104.4072,126.5624
23/09/2010,79.05714286,97.452,101.34,123.559,104.4188,126.9054
22/09/2010,83.48571429,98.976,102.512,123.754,104.4164,127.3026
21/09/2010,95.55714286,99.308,102.522,123.919,104.5288,127.9236
20/09/2010,95.94285714,98.672,102.908,124.651,104.3356,128.0054
17/09/2010,95.07142857,98.908,105.09,125.579,104.14,128.0984
16/09/2010,98.37857143,104.02,108.144,126.079,104.2836,128.3026
15/09/2010,104.2857143,104.852,110.172,126.408,104.308,128.6236
14/09/2010,108.5071429,106.336,110.004,127.067,104.5324,129.2504
13/09/2010,107.9285714,106.772,109.788,126.928,104.6844,130.0594
10/09/2010,111.6428571,105.608,111.128,126.902,104.6816,130.37
09/09/2010,112.1,103.816,111.568,126.632,104.4192,130.688
08/09/2010,109.9142857,105.988,113.338,126.863,104.302,131.3018
07/09/2010,114.4714286,109.728,113.394,126.915,104.3844,131.7692
06/09/2010,115.0285714,111.688,115.336,126.777,104.4248,131.95
03/09/2010,115.0214286,111.732,116.63,126.367,104.4752,132.0236
02/09/2010,112.4857143,109.572,116.126,125.558,104.4376,132.0492
01/09/2010,107.4642857,102.68,113.174,124.056,103.7988,131.9256
31/08/2010,104.5571429,101.648,112.704,123.79,103.5924,132.1546
27/08/2010,105.3214286,103.224,111.854,123.157,103.6384,132.5722
26/08/2010,106.4357143,106.8,111.368,123.317,103.7968,132.9196
25/08/2010,101.7642857,106.744,110.636,123.049,103.5944,132.9624
24/08/2010,99.12857143,105.324,109.998,122.432,103.3252,132.8558
23/08/2010,103.2,107.076,110.076,122.417,103.2176,132.8184
20/08/2010,103.95,106.244,109.91,121.491,102.9168,132.8156
19/08/2010,102.3785714,103.912,109.814,120.44,103.0016,132.8702
18/08/2010,104.5571429,105.228,110.766,120.82,103.432,133.0806
17/08/2010,102.4071429,106.048,110.316,120.23,103.4692,133.1094
16/08/2010,101.5785714,105.736,112.648,120.371,103.4576,133.3458
13/08/2010,101.2571429,107.144,114.184,120.208,103.428,133.3732
12/08/2010,102.7785714,111.272,114.752,119.682,103.5676,133.3094
11/08/2010,103.3428571,112.268,113.24,118.436,103.2648,133.3332
10/08/2010,107.6642857,115.492,114.548,118.308,103.506,133.3834
09/08/2010,106.7,113.672,115.496,117.717,103.4576,133.3908
06/08/2010,108.4714286,112.804,118.58,117.24,103.4008,133.3778
05/08/2010,112.7785714,116.648,120.528,116.983,103.5208,133.499
04/08/2010,112.2714286,119.32,122.19,116.585,103.6144,133.4788
03/08/2010,108.5571429,120.688,121.67,115.975,103.3904,133.4638
02/08/2010,107.9,117.06,121.984,115.012,103.048,133.3534
30/07/2010,104.4,118.984,124.324,114.635,102.8824,133.2958
29/07/2010,106.8285714,121.528,126.308,114.781,103.0044,133.5004
28/07/2010,115.5214286,122.68,126.05,114.482,102.8808,133.6264
27/07/2010,124.5857143,123.668,128.186,115.133,103.1012,133.7064
26/07/2010,129.2785714,123.76,130.384,115.645,103.0664,133.7524
23/07/2010,123.9785714,120.484,130.734,115.606,102.9244,133.6746
22/07/2010,117.1571429,115.936,129.776,114.811,102.4752,133.6446
21/07/2010,119.45,114.528,131.52,114.678,102.3972,133.583
20/07/2010,124.1214286,114.672,136.574,114.381,102.482,133.5294
19/07/2010,127.5071429,113.076,139.038,114.063,102.2044,133.501
16/07/2010,123.2642857,113.576,139.988,113.567,102.0928,133.4976
