Date,EWSTDEV_14,EWSTDEV_25,EWSTDEV_50,EWSTDEV_100,EWSTDEV_250,EWSTDEV_500
2011-10-04,105.576997628,157.884521889,275.281701606,347.220687054,370.168932005,493.655674697
2011-10-03,103.556033272,158.315804544,275.91147553,345.482719942,368.550534596,493.817963141
2011-09-30,106.825589126,161.682219794,278.086261284,344.761165608,367.457874546,494.157995522
2011-09-29,114.534724011,167.706548949,281.970696999,345.277281187,366.995476114,494.69771899
2011-09-28,123.028181521,174.330389134,286.271181762,346.067751067,366.686876108,495.290074413
2011-09-27,127.975401158,180.955140248,291.732620997,347.979598986,366.965891346,496.0520691
2011-09-26,128.753931282,182.389633823,292.224488419,345.767528923,365.265880995,496.248353895
2011-09-23,122.026645577,180.859081719,291.306718114,342.635198047,363.214754825,496.355297586
2011-09-22,99.1567569887,174.717356424,288.538831462,338.378850382,360.750135596,496.35698713
2011-09-21,106.390891677,181.843130295,293.450344374,339.589336025,360.819338697,497.097530748
2011-09-20,107.929639657,188.130255153,299.253970907,341.807724932,361.3999666,497.9678222
2011-09-19,115.933915366,195.613142198,303.775886923,342.411637797,361.19547263,498.647079584
2011-09-16,116.019775843,202.282706922,309.774188931,344.601418013,361.774634092,499.524894229
2011-09-15,118.300766503,209.950986773,315.625788961,346.358056599,362.138761012,500.356720264
2011-09-14,127.06845256,217.928867953,319.57503656,346.103768334,361.574398655,500.957862349
2011-09-13,134.413408138,224.370956164,321.868103398,344.467354079,360.434104651,501.412219402
2011-09-12,136.78421666,228.226801592,322.217757713,341.377578424,358.72755496,501.722461286
2011-09-09,145.88132358,235.880086748,325.154969989,340.171676734,357.893811364,502.283743684
2011-09-08,153.233609301,245.400999852,330.827400071,341.31989557,358.124188611,503.115960702
2011-09-07,162.087729822,255.417405503,336.187364221,342.012403673,358.169231081,503.910450157
2011-09-06,170.531473225,261.64916397,336.872684173,338.79755175,356.598457057,504.30162362
2011-09-05,171.874202469,263.895949726,334.655410191,333.516726949,354.282304761,504.50658465
2011-09-02,184.501130997,274.207535374,338.774784499,332.990713478,353.973766001,505.243822994
2011-09-01,188.544407453,284.649056149,345.148882953,334.632489693,354.587034831,506.18158292
2011-08-31,193.343119264,295.880088486,351.321673061,335.856673779,355.037347682,507.092307827
2011-08-30,207.021094485,307.224825973,354.825921393,334.444400393,354.449936819,507.780553296
2011-08-26,218.866888433,313.141266159,352.746242685,328.708835693,352.255165911,508.074753032
2011-08-25,230.773453325,318.364263944,349.842096093,322.41121156,349.985568986,508.368226477
2011-08-24,247.058506371,327.073640785,349.489533135,318.010540314,348.549628746,508.88885389
2011-08-23,259.483994759,330.758566168,344.709496289,310.423271417,346.089158959,509.168675136
2011-08-22,267.426485543,330.162064286,336.595604089,300.619152919,343.047494681,509.321930164
2011-08-19,263.835468759,321.248192274,322.754027027,287.145690941,339.040565113,509.25456147
2011-08-18,261.417907773,313.320061877,309.838015699,274.604410427,335.675842323,509.381733818
2011-08-17,279.654826856,321.519068953,308.988920539,270.607583497,335.154425013,510.178137897
2011-08-16,299.834782785,330.694707419,308.661653135,267.027539986,334.839161203,511.020961356
2011-08-15,321.167194471,339.333816448,307.450511148,262.831679786,334.43028217,511.852374681
2011-08-12,342.572210257,345.843689038,304.022186442,257.101136098,333.693016831,512.627297793
2011-08-11,350.115871019,337.615130542,288.958851449,243.572646614,331.011197976,512.993005838
2011-08-10,320.820099233,300.583751575,254.142798403,217.906331869,325.686670395,512.756641057
2011-08-09,305.22171107,274.658824821,228.255178572,199.073388948,322.750330782,513.116899195
2011-08-08,238.450279466,212.608609171,179.977357812,168.619021395,318.14498421,513.125694058
2011-08-05,177.519035645,159.348498978,141.418206106,146.891038582,316.086682814,513.716390125
2011-08-04,115.804850894,111.868622751,111.320702882,132.39644468,315.606943542,514.604941877
2011-08-03,81.2898172355,88.9440255003,98.7616433414,127.338873641,316.452679933,515.635174602
2011-08-02,69.9765859595,82.9162378894,95.9456361953,126.646007126,317.690885409,516.596112485
2011-08-01,65.6149490647,81.7093572195,95.7182646959,127.053518486,318.963584221,517.487161893
2011-07-29,65.8524664198,83.1549347715,96.7958728222,127.993287677,320.21308567,518.311601609
2011-07-28,70.5903814583,86.5296940963,98.7405141352,129.274499421,321.354435207,519.017889944
2011-07-27,74.8310735947,89.7875036595,100.613413109,130.525114666,322.539737905,519.760051139
2011-07-26,78.6337844961,92.3472420194,102.167005073,131.658463558,323.49489283,520.323887225
2011-07-25,82.6585137677,95.0616211528,103.806060898,132.829288714,324.467383977,520.897453291
2011-07-22,85.4442434711,97.2342608498,105.245312131,133.932324088,325.399141754,521.442393601
2011-07-21,90.8467477947,100.777341913,107.253615138,135.245002505,326.465617584,522.077805578
2011-07-20,97.4883025829,104.823992057,109.337533335,136.558116405,327.666112749,522.819550169
2011-07-19,99.7442994989,106.593353481,110.151590659,137.33704544,328.967999231,523.683388556
2011-07-18,93.4134203496,104.808589378,109.334838186,137.494161074,330.285994847,524.604992177
2011-07-15,97.8446371021,108.414073207,111.23493635,138.75892142,331.522937641,525.368907462
2011-07-14,102.258995737,112.187434194,113.203234017,140.051602401,332.756807397,526.125499672
2011-07-13,109.803109207,116.673347139,115.422340153,141.425750165,333.823440551,526.741603115
2011-07-12,116.373197912,121.282419358,117.699831445,142.829721734,335.009267426,527.447556045
2011-07-11,124.963834003,125.715120974,119.763767055,144.124706676,335.990233115,527.999531813
2011-07-08,130.936404794,127.161198026,120.243084506,144.765983652,336.667182021,528.363987077
2011-07-07,126.714491868,121.446524975,117.349305441,144.103822604,336.92310818,528.500192519
2011-07-06,127.108293179,119.400917805,116.735024994,144.449095964,337.508205845,528.813452074
