Date,STDEV_14,STDEV_25,STDEV_50,STDEV_100,STDEV_250,STDEV_500
2012-01-06,110.971076374,93.7912342173,133.513434904,172.392380052,311.93931207,311.70309319
2012-01-05,105.078351719,96.7588768848,132.168967931,170.478535455,312.528445218,311.71426044
2012-01-04,92.780431203,108.23980813,129.081148492,168.828029959,313.273380587,311.690666603
2012-01-03,70.0405109254,116.325618434,125.072643148,168.858245789,314.117894018,311.645747232
2011-12-30,62.949594121,127.298797732,124.011060539,168.379519832,314.747967499,311.653090594
2011-12-29,60.4791245882,130.721486772,123.143971026,169.157036091,314.963190012,311.65925697
2011-12-28,66.4788654114,134.125405558,122.914371186,168.590651612,315.287523312,311.65348751
2011-12-23,71.3573445259,132.239204474,122.622870624,167.777614892,315.708034693,311.658897996
2011-12-22,75.4415943432,131.747650545,122.79500713,169.15610803,316.021839373,311.698370212
2011-12-21,72.7462561396,133.740654941,122.504971736,173.248682566,316.041279108,311.68886774
2011-12-20,71.7544193002,135.779906967,122.670771482,178.348578741,316.104379869,311.672024388
2011-12-19,75.16465433,137.524961283,122.29173421,184.350466804,315.832425163,311.626234356
2011-12-16,83.3904636919,140.113433817,123.716255375,191.518376758,315.463419274,311.644847997
2011-12-15,113.96463532,140.229689068,125.5059012,197.862203311,315.088272729,311.741958538
2011-12-14,140.465117273,140.157048827,134.052584086,205.822485691,314.584080137,311.855838841
2011-12-13,158.621043371,142.537573994,150.813850505,212.888117094,314.500435032,312.289024817
2011-12-12,166.936047176,143.613245852,158.795514597,220.123974385,314.234653732,312.626428403
2011-12-09,168.022310138,143.555499177,163.305386084,225.73849436,314.187266347,312.824467257
2011-12-08,165.202136874,145.079082765,165.827316941,230.41373361,313.939274906,313.062080209
2011-12-07,158.38108729,143.516360823,166.785319786,233.398954537,313.835203889,313.270700314
2011-12-06,153.313557593,140.465770692,165.76270776,235.557642415,313.754318743,313.577302303
2011-12-05,148.694264516,139.527456796,169.427587706,239.247632237,313.68567919,313.917205975
2011-12-02,145.640561311,148.140481652,173.598717783,243.020257271,313.545957136,314.343553034
2011-12-01,150.240471093,158.304445118,179.104851626,248.171772116,313.234894727,314.704931777
2011-11-30,146.514070655,159.456455548,178.384888699,252.367222157,312.976851221,314.904304313
2011-11-29,149.438314408,159.12283738,178.33999511,257.705503882,312.097424655,314.926494862
2011-11-28,158.52243404,158.154337279,178.80998433,263.997509494,311.281129309,314.926169541
2011-11-25,151.036226588,146.996405398,176.513765537,270.397373878,309.4928748,314.591869903
2011-11-24,134.270497822,131.217658202,173.196446026,274.861165411,307.242464324,314.181297819
2011-11-23,111.312313335,112.250288623,171.269563683,279.546404511,305.039073117,314.050205082
2011-11-22,87.636470412,98.1098750585,171.965292266,284.395622041,303.315660739,313.965075197
2011-11-21,56.1470824779,81.9452304897,174.081813134,288.541952936,301.78549959,314.030698632
2011-11-18,45.6106059028,77.1959998964,175.470372713,292.477416968,300.924225672,314.028206232
2011-11-17,64.2196643472,78.1532306178,175.343196914,295.075958795,300.309115356,314.152000324
2011-11-16,80.8984973719,79.1942133239,174.291788722,296.569271335,299.999344374,314.286073327
2011-11-15,80.8363842802,81.9457190096,175.237708682,297.609846106,299.709011314,314.598490276
2011-11-14,80.7414165463,84.1567493669,177.196724168,298.434069107,299.427435977,314.878246289
2011-11-11,80.759678677,91.3930206525,175.092179151,299.027697085,299.251495929,315.03875736
2011-11-10,77.8376188658,98.7587560877,174.825798966,300.496823338,298.72776857,315.147001949
2011-11-09,85.5849136376,123.346354369,174.179172452,301.959502667,298.273026251,315.219014063
2011-11-08,87.8790738744,158.118082255,171.420994525,302.586148354,298.130549733,315.451666352
2011-11-07,92.9855320712,172.640699721,171.911225509,303.468894978,297.920816234,315.708702283
2011-11-04,95.470659265,180.459417532,171.656526366,304.199344304,297.709859515,315.987788986
2011-11-03,95.8322775484,182.630930568,169.285956937,305.223808973,297.585484552,316.341855516
2011-11-02,99.5295517463,184.737578202,169.393829038,306.844804004,297.246636862,316.665016909
2011-11-01,98.472299442,185.32975515,171.083037429,308.059265874,296.558136032,317.162139455
2011-10-31,101.622267753,190.252866007,171.184109496,309.213009007,296.294398933,317.766025879
2011-10-28,86.1506488658,185.012885865,162.848300403,310.620471637,296.29896302,318.355837193
2011-10-27,66.7670664591,176.376937268,150.680562781,311.427427789,296.324126477,319.145927201
2011-10-26,69.9904398341,169.024763913,145.71751719,313.514569478,296.109574222,319.796588344
2011-10-25,103.375167962,163.092582492,141.469768149,315.572017448,295.85275577,320.621425763
2011-10-24,146.995044568,154.333668861,135.729365194,317.468697447,295.60229376,321.173307573
2011-10-21,157.559117518,149.481985323,132.247872179,319.262935688,295.158001438,321.867377348
2011-10-20,163.941539489,148.350627906,135.135181933,321.687618492,294.271808378,322.169040883
2011-10-19,160.681879481,143.927706853,132.261890581,325.041917291,293.672730835,322.547510888
2011-10-18,157.610569892,141.606380873,131.976406816,327.473518641,292.895044246,322.786607292
2011-10-17,151.084325594,138.381160914,128.687380018,329.225087325,292.239114475,323.118800697
2011-10-14,145.651026086,130.493313239,126.347678237,330.871520278,291.685000443,323.36829294
2011-10-13,143.552467827,127.702332007,133.773144629,332.147432823,290.866439115,323.59757638
2011-10-12,134.178870058,121.573706763,147.471521536,333.292427883,290.203329704,323.78893872
2011-10-11,124.458503834,116.901723785,164.311449692,335.362273782,289.31492918,324.120756974
2011-10-10,120.16226408,112.397989306,181.668157045,337.432544809,288.495192431,324.384672152
2011-10-07,117.22652469,112.005363729,201.423328589,338.443557319,287.114987599,324.464608941
2011-10-06,124.451818951,118.694923497,217.941450082,338.642943674,285.661768298,324.74441826
2011-10-05,129.401812799,122.242068438,235.069658961,337.225519608,282.681122339,324.47993505
2011-10-04,109.961107887,109.052849573,246.097186136,332.974918575,277.948132891,323.807796134
2011-10-03,104.046122317,106.447551329,258.845179217,330.89826333,274.6231697,323.593126201
2011-09-30,103.978813193,106.346825058,269.352848947,329.721535997,271.962287599,323.645897139
2011-09-29,103.818155916,106.238158418,277.838654395,329.756178803,269.772815039,323.786442469
2011-09-28,108.377571123,108.14709568,283.665329041,329.00667944,267.864207394,324.303121081
2011-09-27,109.621853043,110.409921004,288.546119302,329.300499089,266.462056808,325.078243956
2011-09-26,104.711736505,113.118409041,292.863796902,326.155207936,263.216407944,325.20224299
2011-09-23,100.947105305,111.846158629,295.948807033,322.987260831,259.687992021,325.015311007
2011-09-22,85.7101738418,107.611203878,299.36874108,320.232384427,255.734117251,324.686121851
2011-09-21,95.3267743082,109.880566143,305.097341817,320.785892537,254.267729801,324.932675366
2011-09-20,97.910029619,109.296340213,312.618509375,321.92741759,253.312012792,325.504008331
2011-09-19,97.8906093556,110.481115128,320.519257836,321.752519493,251.490148812,325.928104857
2011-09-16,99.5698721548,108.027790795,330.769534365,322.04729637,250.383127259,326.34688696
2011-09-15,100.848770933,113.972005966,338.268140244,321.929834111,249.397954795,326.718904773
2011-09-14,101.123643262,114.37432579,344.300953795,319.208044203,247.379410608,326.928967627
2011-09-13,103.650239152,117.622118056,348.350544963,315.330110811,244.774196418,326.932202427
2011-09-12,106.385194347,116.698794098,349.825575989,311.347431298,241.617263115,326.847059831
2011-09-09,116.898892547,121.881907698,351.263272438,308.307515964,239.291441152,327.058496316
2011-09-08,115.507278054,139.564810235,352.437055038,307.292939066,238.296358645,327.713879225
2011-09-07,116.518359835,168.615448877,351.799486094,305.457974424,237.162403786,328.410997657
2011-09-06,122.610573162,196.576250203,347.322315258,301.582260544,234.859803197,328.822822342
2011-09-05,123.209716743,220.284718163,340.770770085,296.277816265,232.051463008,329.175165064
2011-09-02,124.400298633,247.253946994,338.154890215,293.751147502,230.964067613,329.875436188
2011-09-01,114.21045998,268.048291291,337.926843562,293.099137808,230.903165919,330.91812263
2011-08-31,114.294342119,291.819827812,337.26973464,291.71728594,231.070293603,331.986005261
2011-08-30,112.123750383,311.151064944,333.698974077,288.344787841,230.263791852,333.205721108
2011-08-26,115.122382272,324.140306312,326.260866945,281.806580255,229.241044716,334.368358406
2011-08-25,115.789989502,331.614708576,318.20047037,274.252970952,228.467268762,335.437568595
2011-08-24,127.75200155,336.710694811,312.05162096,268.217816642,229.004759575,336.659717482
2011-08-23,160.145686813,334.299729321,303.266161152,259.871322088,229.240371601,337.346420855
2011-08-22,198.568752537,326.931623775,292.057590355,249.919474479,228.531092917,338.097077685
2011-08-19,225.07192704,316.587738234,277.228461894,237.536979277,226.289217789,338.609703217
2011-08-18,247.207123807,306.170508991,263.953982171,225.846667744,225.098514454,339.166889332
2011-08-17,277.404329624,307.322707628,258.418361337,220.17362754,226.215701294,340.26464511
2011-08-16,298.72173046,306.519453216,253.647950743,214.952018486,226.664771302,341.563561191
2011-08-15,320.992923754,305.971395107,248.137783346,209.276433829,226.665555307,343.251541506
2011-08-12,335.099506701,304.491833874,240.930002125,202.903775349,227.050068964,345.207240122
2011-08-11,332.469707507,293.185052388,225.715694235,191.43107591,225.904883621,346.898487691
2011-08-10,297.932527552,259.137582114,198.561722354,173.400289515,222.86324407,348.379719031
2011-08-09,268.131549887,233.498885513,179.30200937,159.549239108,222.009384216,349.920846358
2011-08-08,202.06003221,184.251287366,146.04526827,138.258451807,218.804729597,351.035588365
2011-08-05,144.760069857,142.452321848,120.767878776,123.143700363,217.397393818,352.700981728
2011-08-04,93.1706281654,106.031862683,102.900428687,113.057109546,217.883277548,354.745920753
2011-08-03,65.0048615422,86.8497796428,95.8949852495,109.062288345,219.174592493,356.580454257
2011-08-02,56.5556194108,83.3308436534,94.0309060682,108.044253947,220.650897347,358.263684231
2011-08-01,51.6817030669,86.9671064253,94.2549321998,107.713765931,222.083199134,360.046156401
2011-07-29,52.3103606345,94.0841623229,95.0598911213,107.859193669,223.490426918,361.951123652
2011-07-28,60.5503894975,103.225029988,95.460105091,108.393027894,225.964565472,363.613075181
2011-07-27,74.7279272407,105.365416262,95.4580769972,108.336056505,227.914905465,365.231822889
2011-07-26,79.402990504,106.780031542,95.3754298758,108.35637469,229.645076492,367.030613083
2011-07-25,85.4844821395,111.847666833,95.3835662156,108.75263794,230.996795586,368.699021061
2011-07-22,89.9353000773,114.575692082,95.5489942594,109.180275778,232.400468354,370.738512507
2011-07-21,91.9609190317,118.187494025,96.7528585417,109.202012967,234.149778777,372.920497053
2011-07-20,90.3112363013,119.952589701,99.1810183452,109.138547631,235.931714302,374.870913318
2011-07-19,84.6366244601,119.747781875,99.1460014524,109.013928702,238.581712627,376.94837266
2011-07-18,82.5730213686,119.18694452,98.8539415704,108.56798594,241.920128674,379.134608806
2011-07-15,96.5466193948,120.180866098,98.9710846661,109.850422848,245.055735581,381.487704434
2011-07-14,111.446701934,120.212112534,100.050105227,111.155250096,248.011610503,383.867069236
2011-07-13,127.22648938,119.631283534,104.032648414,112.539323487,250.311403364,386.295209766
2011-07-12,131.014129488,119.588540856,107.308365471,113.164886621,252.281339436,389.065315468
2011-07-11,133.601940854,118.259796313,110.171708256,114.11061866,253.94222493,391.820109817
2011-07-08,137.561032898,114.034054563,112.172286435,114.825517739,256.241153146,394.470199193
2011-07-07,130.287538721,104.525915944,111.218824108,114.453863801,258.527319372,397.551702263
2011-07-06,125.308108605,100.291761895,111.648712039,114.943871846,261.227447402,400.941992469
2011-07-05,111.265408643,97.6908285562,109.988176892,115.779500327,264.703981496,404.699844113
2011-07-04,92.0803254937,92.30391541,108.409250528,116.124273134,268.658461783,408.200846138
2011-07-01,70.3774536755,86.2739168926,108.533852341,116.175624031,274.340187696,411.82918635
2011-06-30,48.192314741,82.6980613074,108.769090848,116.334597928,279.790691219,415.207803833
2011-06-29,48.2408321013,82.7568583261,110.104610276,116.480601063,285.697112103,418.671383551
2011-06-28,50.6322104888,82.5377877096,109.250992874,115.566102621,290.216297034,421.987568902
2011-06-27,57.8249907818,84.8657873115,108.836403175,114.010674145,294.671539897,425.328595351
2011-06-24,60.6940240295,85.2661151923,107.190742604,111.869195116,297.494175577,428.075513941
2011-06-23,57.7024038494,81.1034681379,102.906217985,109.137713349,300.480517145,431.302745936
2011-06-22,59.7876174112,80.0795028955,102.517766343,108.145966596,302.949042872,434.118425077
2011-06-21,69.3278874724,80.3996815914,101.230368645,107.071316696,304.786660092,437.177024144
2011-06-20,77.9389016389,75.2443007809,96.6619201133,104.441558414,306.180874608,440.240528639
2011-06-17,77.224447204,71.2106401038,92.3652142313,102.225563339,307.265372775,443.09350029
2011-06-16,67.3259787141,65.5705465587,86.1307192586,99.7094245245,308.606584216,446.193490875
2011-06-15,60.2328756664,65.1374689101,81.4625557173,97.9079974823,309.903384909,449.174853889
2011-06-14,58.1156453946,63.5159162414,79.0125086046,97.6933025545,311.219499848,451.460593277
2011-06-13,53.1507017828,60.4608599344,75.3675221564,96.3643409981,312.668855268,454.08158293
2011-06-10,48.4563680026,53.6860914577,71.1000998311,94.9150220934,314.200147587,456.691787227
2011-06-09,51.400214985,54.5337156629,70.5300850701,94.8350157432,315.820986534,458.869540432
2011-06-08,46.9098932711,59.6471899087,71.0748907843,94.4037492635,317.707440165,461.115043931
2011-06-07,47.0976952727,64.7183811911,74.8720050219,94.2559486664,319.792773392,462.713576731
2011-06-06,46.5707633665,68.2512304944,77.3671538833,93.8590853354,322.287594226,464.209905849
2011-06-03,45.0896543678,70.3251688658,82.8074746385,93.4268124844,324.427651373,465.803611339
2011-06-02,42.9784866516,68.3552784795,88.8489674898,93.0815853915,326.133996071,467.52275759
2011-06-01,45.8216949649,69.282652836,101.001398881,93.4815009294,327.068736653,469.048146436
2011-05-31,49.5743809183,70.0834275417,106.071916755,93.6025019911,328.118663889,470.263575272
2011-05-27,49.6941036739,72.0466348971,108.213590644,93.7487005723,329.240448962,471.794196264
2011-05-26,50.5725337876,70.9127181823,108.889333197,93.4720870582,330.351894538,473.441434573
2011-05-25,48.2189018955,68.5835765763,109.191853341,93.1661802587,331.425771094,474.709012623
2011-05-24,45.7951866886,65.7957574316,108.802453575,92.7843832712,333.528195778,475.870823197
2011-05-23,50.2585383007,60.0211890586,108.250188009,92.0426130605,336.409705056,477.39888107
2011-05-20,58.0700283912,61.7754276068,108.402385583,92.066315333,337.924261592,478.788065311
2011-05-19,63.7727740877,63.4532142606,108.681510553,92.0690615733,339.414857313,480.018449034
2011-05-18,66.7247134191,62.5042646865,109.19051424,92.2497100267,340.904598593,481.320453472
2011-05-17,57.8601501543,58.0228920341,108.757936152,92.140493031,342.013049262,482.923893623
2011-05-16,54.7408395504,56.3659278643,108.752175151,92.4039953465,342.20064156,484.450266831
2011-05-13,58.0117451303,54.6693479018,109.087411354,92.6637074318,342.54762913,485.461988965
2011-05-12,65.7220070902,53.5675997595,109.485601263,92.8982956302,342.805027244,486.358408698
2011-05-11,65.5315372617,56.4016419619,109.346246044,93.3845055403,342.35532853,487.290285686
2011-05-10,65.6603208794,57.0991031804,108.675396829,94.2657213626,341.837300056,488.474190751
2011-05-09,64.366369026,57.5281195938,109.046043486,95.3886453358,341.769907879,489.769306722
2011-05-06,64.7104407691,60.1665682585,109.480217391,96.6637800006,341.386776378,491.082985201
2011-05-05,62.6834668698,61.2056682343,111.431392345,97.6632787643,342.340923792,492.140825417
2011-05-04,63.6865151805,64.9719107307,113.228261507,99.2381987492,342.325947025,492.982741906
2011-05-03,60.4089010507,72.147924045,113.289709347,100.350010319,341.506305746,493.429832506
2011-04-28,58.6188882422,80.8343764496,112.623619707,101.100782806,340.536904132,494.126585051
2011-04-27,55.7847547091,85.1096003045,112.442588658,104.609497136,339.336977912,494.813153082
2011-04-26,52.5545588152,93.3261674773,112.294621438,111.443783155,338.095272732,495.704034775
2011-04-21,52.3277740591,103.195765339,112.319127489,117.390330654,337.105804642,497.107418224
2011-04-20,55.9769526622,119.536146834,112.84556881,119.794871222,336.082559208,498.468191321
2011-04-19,51.5300570853,126.670275219,114.668492342,121.851301556,335.709244192,500.359966555
2011-04-18,43.0290627132,128.940296261,115.173251773,124.577999707,335.375238299,502.716753117
2011-04-15,48.7891338639,127.97570807,115.185494243,128.818134593,334.482631265,504.397385654
2011-04-14,53.4454422514,127.365640955,115.276879139,130.832427555,333.791663966,506.181378622
2011-04-13,58.8283150748,125.292602431,115.172097124,131.684778179,332.990694646,508.467743259
2011-04-12,74.6162348286,125.577112182,115.15501719,132.321631882,332.294902972,510.774028568
2011-04-11,85.8041860576,122.185577283,114.702473225,133.23876574,331.182609313,513.010206257
2011-04-08,88.0871176767,119.054797064,113.855493341,134.195862153,330.230867791,515.179245861
2011-04-07,98.8200360734,118.955178382,113.501497787,134.005851286,329.454507885,516.954707504
2011-04-06,103.696066273,114.492921982,112.641673088,133.62477499,328.422333164,518.785361798
2011-04-05,119.175767317,111.959460806,112.220687237,133.40612773,327.594577669,521.08860427
2011-04-04,115.148881248,110.831996391,111.617869609,133.061109912,326.697147491,523.219980377
2011-04-01,103.364166712,110.400363333,111.196454979,132.551480188,325.725036583,525.357381099
2011-03-31,99.7446148742,110.586871843,111.508962312,132.60441786,325.289158098,528.009684083
2011-03-30,92.1666489291,109.977254812,111.670490731,132.48796976,324.728505412,530.494860307
2011-03-29,92.7194521123,112.200415971,113.041382883,132.448499195,324.159920274,532.67223875
2011-03-28,100.139384504,115.579553624,113.195773932,133.17548387,323.602873495,534.712877248
2011-03-25,106.939127226,122.535198796,113.468910914,133.801202909,323.048921916,536.311227064
2011-03-24,115.846144711,128.978885962,113.815858579,135.158122253,322.614486767,538.689276989
2011-03-23,125.780731831,132.92466173,112.94877423,136.47882986,322.429928832,541.358152468
2011-03-22,126.273660868,132.317187153,110.278338054,137.486875214,322.361931988,544.890942315
2011-03-21,127.711985522,132.721779132,107.759566165,139.167758403,322.169514132,547.628135691
2011-03-18,127.245450103,128.488885122,102.438973853,139.298504267,322.110152588,550.327829529
2011-03-17,121.790521931,119.512951198,95.6250822536,138.665293985,322.057557935,553.147653956
2011-03-16,90.852030247,96.9827696037,80.5723440394,136.45128788,322.080713031,556.025065204
2011-03-15,67.7364111834,82.2754398348,70.1865321554,135.729534001,322.027875042,558.529119683
2011-03-14,54.2656748478,71.228485987,64.854887526,136.177498328,321.829837175,561.370833752
2011-03-11,46.1293557059,62.5747105466,61.0242464599,137.240401555,321.47400063,564.188084334
2011-03-10,44.8374999303,53.9859907754,57.6292642673,137.895716899,321.056636305,566.984875081
2011-03-09,51.6987041914,52.0772512331,57.2146417973,138.902330564,320.293357168,569.265817852
2011-03-08,57.3833835221,52.6436360446,57.1758740729,139.373976208,319.344316076,571.376053289
2011-03-07,58.0473150744,59.6740806715,57.1340735114,139.609867832,318.404786239,573.984311752
2011-03-04,60.0310975742,64.3872986233,57.3979764452,140.697425008,317.352968652,576.71190457
2011-03-03,61.9082583727,64.7559064796,58.9896804534,141.41211027,316.21354678,579.443632016
2011-03-02,56.2343151465,62.7730395632,60.351059941,142.857606042,315.497756908,582.257429973
2011-03-01,52.2516774935,63.6234879899,61.7516534515,144.087973027,314.693907794,585.886926551
2011-02-28,54.2105842411,64.5823629174,63.425247465,144.582077378,313.586058581,589.36419111
2011-02-25,53.7625355017,67.6149704134,64.6798671613,145.554942517,312.463934674,592.764429397
2011-02-24,44.9415091317,70.6131489172,66.3182573957,148.414668584,311.856679446,595.70714498
2011-02-23,35.4952549441,69.2958510735,69.9222757353,150.445744038,311.342480977,599.298511827
2011-02-22,35.1874755196,70.3522344777,73.8076204467,152.617066998,310.681927263,602.035212818
2011-02-21,41.197585894,70.28635327,77.7386653861,154.0578768,309.680268264,603.709061682
2011-02-18,59.8208538725,68.0177101643,79.2464255093,154.260523064,308.301656023,604.783344127
2011-02-17,67.4871248064,65.5660846474,81.8092048611,154.30709775,306.748548,606.088024464
2011-02-16,64.9872974465,63.8815185793,85.0306885777,153.829803354,305.158054885,607.503559379
2011-02-15,64.6915696711,63.3370190646,87.9212175757,154.776440068,303.946648198,608.882426552
2011-02-14,65.1280937845,61.8329175763,96.1392454516,155.134545205,302.709039508,609.99900975
2011-02-11,62.3202904357,59.6738999563,110.302455113,154.895755846,301.536756374,610.578284359
2011-02-10,64.4848334656,59.66067596,121.3792592,154.792583492,300.951180015,611.300931833
2011-02-09,65.0093895208,59.2765864064,124.700839789,155.571128414,300.238034075,611.801353382
2011-02-08,53.7006844928,55.2656499465,125.385576539,154.912209344,299.101380411,611.814104689
2011-02-07,54.4538923976,55.08863636,128.126246866,154.547502652,298.35835383,611.758886991
2011-02-04,53.7794267686,54.8212300482,134.507754438,154.683275683,298.036527201,611.804482596
2011-02-03,54.8810796176,55.0104644591,136.774080527,154.916547483,297.87092618,611.777180862
2011-02-02,56.7795993293,55.2278749909,137.192173611,155.802513905,297.742193647,611.741479382
2011-02-01,62.3957484976,55.3816711919,137.44965746,157.214005136,297.392640474,611.549123879
2011-01-31,58.0809711478,50.7095045922,139.692653336,160.563891018,297.0309047,611.633534731
2011-01-28,53.1002447752,47.1531418253,142.062029607,164.066192968,296.459762286,611.825099386
2011-01-27,53.1192422763,50.1729479302,141.431459994,165.898608083,295.515324387,611.770421859
2011-01-26,54.3167005126,54.2340684072,140.836796385,167.703899403,294.743209133,611.869691329
2011-01-25,53.9921121267,56.1658079618,140.683833172,171.076961091,294.439993689,612.364339248
2011-01-24,52.9771341553,58.6262390403,140.200075164,174.025204758,293.640339402,612.538059491
2011-01-21,52.5174919581,58.8872734637,140.098966449,180.694122306,292.884081519,612.703480051
2011-01-20,40.3450330908,59.388349834,140.080646044,187.76689021,292.307049597,612.642226005
2011-01-19,39.8526179662,66.702689601,138.984961143,194.493871626,290.941452307,612.530000207
2011-01-18,36.9308904437,70.3044116966,135.830045218,200.777396636,288.886666539,612.107214024
2011-01-17,36.7824597398,76.3676616376,134.99054078,206.252665658,287.187919946,612.358266485
2011-01-14,36.9687787252,79.8616229237,133.487513364,209.160573484,285.322482647,612.53541431
2011-01-13,37.9153883255,84.1297498867,132.175235578,212.290040426,283.261874939,612.594128655
2011-01-12,42.2598164118,87.3245684558,130.043545015,214.251937447,280.959785931,612.441119532
2011-01-11,49.5226296227,89.397472358,128.623036957,214.737436836,278.910772893,612.329215681
2011-01-10,54.6038151851,102.331232691,129.152931426,215.106967667,277.252319597,612.257435454
2011-01-07,58.2695636122,122.82433596,127.446538815,216.083883941,275.372963808,612.155062199
2011-01-06,57.9603740313,134.344283928,123.83073591,216.263856056,273.220743214,611.747160977
2011-01-05,55.6388794781,133.348582835,118.971189185,215.906388974,270.831298782,610.709496356
2011-01-04,59.4067118229,131.178076461,114.749903425,216.183437041,268.649037129,609.696896191
2010-12-31,66.115871475,134.393328644,113.878765431,216.007209222,267.277355699,608.973852672
2010-12-30,70.8579309068,138.242363059,111.194440958,214.306236706,265.378762704,607.920296011
2010-12-29,69.5283580563,134.268062979,106.826903428,212.905315413,263.236418502,606.766142497
2010-12-24,67.2010284549,126.912168432,101.786146582,210.641351771,260.961752576,605.363708453
2010-12-23,65.0570565719,118.874081683,96.5085131167,208.176883469,258.765046162,604.066271123
2010-12-22,57.6597710829,111.330964893,91.1671039136,205.639121597,256.609255118,602.81957416
2010-12-21,68.2607591942,104.876353865,87.7505758158,203.480341665,254.691064886,601.872901285
2010-12-20,97.5009496062,101.828528498,86.0833670577,203.918854695,253.217553881,601.175001895
2010-12-17,112.250572827,99.0884868388,85.0778002771,203.646253823,251.922579504,600.676217288
2010-12-16,110.199657746,96.1590266174,83.4497986816,203.009692271,250.613006331,600.382385424
2010-12-15,104.739566972,93.0525379342,81.2198370105,201.682502888,249.575831851,599.96757603
2010-12-14,97.5779953347,92.0304354874,79.1830426543,200.218295907,248.361237663,599.524518115
2010-12-13,95.8089917492,91.4629152389,80.5203930691,199.519733109,247.044944348,599.063451968
2010-12-10,90.8387006222,94.3720217861,81.4833220727,199.334348259,246.088802507,598.623664178
2010-12-09,85.9763575726,96.6022404709,83.8415147764,200.498817712,245.076975051,598.196918272
2010-12-08,83.9189895676,95.9725097306,85.3919470676,203.008033841,244.253349286,597.825716452
2010-12-07,76.8277074388,94.9781195855,86.0910374197,204.927866958,243.372958514,597.472286325
2010-12-06,72.4547417358,95.0264389315,87.4685240758,206.909909855,242.832045626,597.201368684
2010-12-03,80.1138107516,95.6382271688,88.3657829706,208.12778247,242.338504424,596.752308936
2010-12-02,82.800987499,95.8295194603,90.2298315414,208.370638553,241.475528988,596.27336691
2010-12-01,89.1118936831,95.7098239472,92.1136239434,209.423612795,241.162058757,596.065524392
2010-11-30,82.1925064488,86.9299534108,90.6532266607,212.245089411,241.167947251,596.255419718
2010-11-29,79.2854325617,78.5866808054,89.3278089063,215.499003097,241.102003567,597.04746529
2010-11-26,82.1824331388,77.1751147456,92.944122762,218.519701226,240.686512077,597.241041991
