Date,STDEV_14,STDEV_25,STDEV_50,STDEV_100,STDEV_250,STDEV_500
2007-06-08,47.5320598253,48.1400267552,106.345719406,154.76535391,260.7751857,397.589474711
2007-06-07,39.5858686519,55.8862138277,108.509782342,154.891616442,261.861141974,398.300658696
2007-06-06,34.5989635985,60.4856473554,111.058534566,154.895451192,262.533220176,398.817908215
2007-06-05,35.8734288855,66.6140110186,113.608413861,154.16313223,263.152069157,398.896715278
2007-06-04,34.6685264981,66.1800216379,116.11920463,152.268692708,262.373513862,398.905446069
2007-06-01,28.4586649294,64.2779768194,118.801790963,149.965872798,261.676027155,398.922707366
2007-05-31,32.191872902,66.7704085355,125.206121001,148.301770384,260.786448801,399.159293016
2007-05-30,33.092466269,66.7366700997,130.943352653,146.393723568,259.981027112,399.355862779
2007-05-29,33.256823961,65.9389807626,142.605924828,144.208552711,259.179069404,399.696787261
2007-05-25,33.8299777334,67.8846899971,145.967711005,142.558745993,258.744891021,400.067555989
2007-05-24,35.4014410113,69.1233952869,146.799913147,141.42918656,258.769340952,400.409104952
2007-05-23,41.0794673725,66.5994671451,145.777728354,139.135362565,257.532014844,400.506420518
2007-05-22,54.7422458365,64.1331235479,145.04850284,136.866704147,256.972988904,400.812174428
2007-05-21,56.1269916667,59.8478518912,144.910355586,134.290608696,256.769289119,400.875966157
2007-05-18,57.3280620412,55.9537817847,144.565883956,131.483491831,255.80312371,400.86036138
2007-05-17,57.0373240984,55.8863369348,148.509910094,129.663296314,256.382579492,401.15982962
2007-05-16,57.5388634883,55.9803757044,150.114270821,128.038865111,256.088249588,401.462891125
2007-05-15,58.7889198744,56.0254008107,150.932732514,125.798004352,255.58127433,401.676811046
2007-05-14,57.0210464674,58.1610109953,150.118638363,123.632887874,255.097361955,401.988897428
2007-05-11,53.6518107803,58.485172685,146.918532037,121.326650044,253.640629071,402.274761338
2007-05-10,54.2067579898,63.9774067621,145.177864098,119.995396991,252.471693098,402.745230891
2007-05-09,51.6797615212,67.2616010514,142.278121846,118.453093413,250.859644256,403.315515443
2007-05-08,48.0049621173,67.8567726907,139.04912519,116.699557544,249.014796967,403.918520709
2007-05-04,34.4155741636,66.865674303,133.515964589,113.56591346,246.696044123,404.274219273
2007-05-03,28.3068282618,67.3998108009,130.641350651,112.095583905,244.894052473,404.827826292
2007-05-02,29.8057382175,69.8582113713,129.764708669,112.180513794,243.444419038,405.625068985
2007-05-01,30.4080386806,71.0034759713,129.763200962,113.16170965,242.400521926,406.536694987
2007-04-30,31.9825886932,72.2356860284,129.469571468,114.308964106,241.157570862,407.250629388
2007-04-27,34.0885552642,77.1603508545,129.50761227,116.321875376,240.103418741,408.003389398
2007-04-26,40.4977858559,82.3432626024,128.079032492,116.875587233,238.691681883,408.634180423
2007-04-25,44.9579547338,88.7463041258,126.562223258,116.788653627,237.315880634,409.349998453
2007-04-24,55.032767493,99.4718713205,125.9031246,118.123744878,236.126943117,410.240811285
2007-04-23,61.4158677891,105.571154697,123.815342975,118.032351497,234.601099616,411.203254243
2007-04-20,62.6727373933,121.204184482,121.609427003,116.601319251,232.989207168,412.164410736
2007-04-19,71.2400385153,122.916744767,120.318441496,115.690039031,231.69514142,413.258769916
2007-04-18,73.9282293013,120.670034458,118.661978005,114.365311979,230.365083943,414.042479314
2007-04-17,69.9662149627,114.555016372,115.496631795,111.728414757,228.604418148,414.54637699
2007-04-16,56.8181287595,105.923838752,111.446405218,108.496715024,226.673821935,415.022384879
2007-04-13,49.0490485019,102.179602348,109.726042561,106.384541974,225.121278445,415.794842371
2007-04-12,49.7119475613,100.919014185,108.528336134,104.939622336,223.874119635,416.685253251
2007-04-11,52.4324162166,103.319697715,107.29587198,103.492989961,222.642727306,417.416012659
2007-04-10,54.9330950362,100.136728606,105.932842877,102.033229778,221.353168702,418.228273696
2007-04-05,64.5610475347,96.9222462802,104.672078416,100.819663261,220.18733857,418.815268949
2007-04-04,71.2348511167,92.9258720487,104.097580932,99.9914826923,219.204681067,419.276271661
2007-04-03,93.8817783148,88.96563885,103.588811828,99.0867582425,218.201366762,419.657059425
2007-04-02,93.6614013694,97.2006612323,103.747497801,98.7277876993,217.472285976,420.222178425
2007-03-30,91.2166919728,102.305792915,103.763083243,98.4300266382,216.779447335,420.69330576
2007-03-29,87.3039502446,105.168958462,103.865008853,97.9728295957,215.986099344,421.064235858
2007-03-28,86.3657477943,108.123681032,104.278050404,98.2226115312,215.503844595,421.599480444
2007-03-27,84.9760951185,113.470817112,104.492914133,98.309547222,214.858661128,422.153407276
2007-03-26,83.251939917,120.458825895,104.438433462,98.3780392974,214.250875807,422.70756867
2007-03-23,80.1626792403,124.143263434,103.998987764,98.1517422158,213.409142556,423.275957883
2007-03-22,71.0351338714,128.987265356,103.837581347,98.1383779976,212.626626028,423.823089889
2007-03-21,66.7419407018,133.530682616,104.830853931,98.2499928702,212.115407371,424.594915135
2007-03-20,64.312064701,135.748317117,105.076493204,98.3116568063,211.756341433,425.418203663
2007-03-19,72.9489822725,136.236204527,105.013003004,98.2666097105,211.492570248,426.231410418
2007-03-16,101.874715842,135.272543615,103.52175665,97.9311578355,211.387526008,427.145710424
2007-03-15,116.060621173,132.779799668,101.888050349,97.6932529093,211.275246465,428.082395867
2007-03-14,111.514037721,120.487887922,94.7986228592,95.3989998847,211.275743481,429.14572922
2007-03-13,115.062028123,117.504793026,93.5908162375,95.4335859695,211.093422172,429.90975528
2007-03-12,123.527518156,116.594449268,93.7199358941,95.6918603435,210.685599339,430.519757081
2007-03-09,133.223263464,115.869937154,93.7494815986,96.3125933407,210.237698912,431.085981709
2007-03-08,138.498553626,114.782111219,93.6040105978,96.4245807821,209.853006819,431.62772533
2007-03-07,139.477051206,112.573073583,92.8663905835,96.4194041208,209.774897249,432.122626103
2007-03-06,135.339741761,107.790930676,91.7343678455,96.578592219,209.868944366,432.723729988
2007-03-05,115.185714553,95.3823799242,87.0427996793,96.3436929487,210.233108119,433.448988195
2007-03-02,96.8292712226,87.7143378018,84.5743838524,96.9046642634,210.360065226,434.113230206
2007-03-01,69.7755054123,77.1728764787,81.3658011943,98.1694460155,210.379717511,434.658025419
2007-02-28,41.9326353604,69.5831202519,79.8407423813,100.412626417,210.352802975,435.022223728
2007-02-27,31.3945759367,72.3901975684,80.253778204,102.345237193,209.917183398,435.024291733
2007-02-26,31.7900301387,73.5709762338,78.3541454934,102.825689417,208.421329534,434.502259784
2007-02-23,36.4515088851,74.4189992946,78.2713320699,104.490677268,207.342123257,434.140930511
2007-02-22,40.9659919933,76.8194262932,78.418929373,105.805530002,206.11019056,433.897480629
2007-02-21,47.7250458355,79.5469857631,79.1442253105,107.255590512,205.062054306,433.692614826
2007-02-20,63.2924018105,79.0264664528,78.5710714194,107.335450602,203.640989931,433.378534977
2007-02-19,65.0115597413,74.0392689321,77.6784420286,107.417665563,201.80672875,432.812674519
2007-02-16,66.4722867198,70.515444436,77.4793004615,109.287610936,200.185709146,432.422424981
2007-02-15,64.8620452413,65.07230981,77.6393536552,112.83034434,198.39082665,431.912169369
2007-02-14,58.7959387453,62.8030997961,79.0975201634,115.445606634,196.706785696,431.2991079
2007-02-13,54.973427882,60.2869094912,80.1861425434,116.571353617,195.369372863,430.733606503
2007-02-12,55.8538292074,58.9349246543,80.4104754618,118.703010792,194.354990082,430.258302181
2007-02-09,52.6073404637,53.5316199643,81.4413173764,120.947836405,193.071229366,429.664623961
2007-02-08,50.1845535358,50.4994710468,82.2561999851,122.178075361,192.037860647,429.191142259
2007-02-07,44.5041671356,46.4955853388,79.7063520932,123.105255062,190.910525266,428.60678018
2007-02-06,39.7177998895,43.9210699323,77.4154931264,124.234876243,189.756727097,428.13121532
2007-02-05,35.8510119341,41.5960413501,75.6358072873,125.32680406,189.151149349,427.72844158
2007-02-02,31.2322573632,39.1343564659,73.7944422027,126.305773122,188.457415251,427.454696619
2007-02-01,28.9354116849,38.1605945445,72.6916445268,128.409866443,187.821765343,427.284834315
2007-01-31,27.498142515,38.7157014143,72.6700648411,130.501926867,187.685110958,427.32102309
2007-01-30,33.9849090406,40.0766793035,72.8755032642,132.581407486,187.370869657,427.27572671
2007-01-29,35.1809950596,40.6740534492,72.752553907,133.357618346,186.829766151,427.336329223
2007-01-26,36.3521415993,41.0654112361,72.5555772908,133.545787668,186.49945056,427.520989025
2007-01-25,34.4445810817,40.4912403366,71.6620066701,133.216217222,185.812910094,427.537644781
2007-01-24,29.5973871718,37.2596931818,69.4125263624,132.589077604,184.746448559,427.419808127
2007-01-23,38.8145856427,37.2591778761,69.4614346238,133.528325366,184.528477236,427.740719983
2007-01-22,44.086670582,37.8943955752,69.7127302291,134.150840564,184.436404248,428.138811022
2007-01-19,44.2270839669,40.3365243917,69.818133719,135.102725639,184.637871169,428.390877766
2007-01-18,43.7700567777,42.229165277,69.942738551,136.364352659,184.792511481,428.727151574
2007-01-17,42.9320393179,44.3111352145,70.104117454,137.733397925,184.884458263,429.076180589
2007-01-16,44.4047078355,47.6336832084,70.1531633214,139.055388429,184.769975243,429.481304224
2007-01-15,45.7344611321,52.7286411734,69.3936603444,139.12421355,184.49034631,429.751892936
2007-01-12,46.4246728754,57.6596904605,69.2970742239,139.244698283,184.148176188,430.089146973
2007-01-11,46.8437435885,64.7521064986,69.311055424,139.532435838,183.642992123,430.373045976
2007-01-10,43.3340178151,73.0867265651,69.310069254,140.379448994,183.643115705,430.822636438
2007-01-09,42.5976126857,78.2330074585,69.268733957,140.953096011,183.325953131,431.077034569
2007-01-08,41.0169676752,80.670363728,69.4248342886,141.462223848,183.016196172,431.406975155
2007-01-05,42.5454111902,85.7408818243,69.1686865568,141.994075229,182.734453494,431.711667356
2007-01-04,44.9637337373,85.7563530941,67.3823730363,142.304648058,181.744184475,431.838990907
2007-01-03,40.518751557,80.0036813153,64.2038217242,141.850933994,180.451704781,431.712023766
2007-01-02,34.3807847063,73.5212676714,61.069399997,140.823636436,179.380957571,431.519974304
2006-12-29,38.963360802,72.1081132745,60.6581766953,141.671743633,178.853964078,431.566355068
2006-12-28,46.1260501236,70.4815398243,60.2663681003,141.970268475,178.324600957,431.62799009
2006-12-27,50.1502951077,68.599877551,59.167878752,141.316762187,178.107783616,431.718230894
2006-12-22,59.6029192734,68.6550158401,59.0466214444,141.901408658,178.108678021,431.829280541
2006-12-21,70.1140577916,71.664425317,59.2415947118,141.490011559,178.2188282,432.048915082
2006-12-20,74.0622785229,72.8216444747,60.2389973689,141.314347732,178.390261187,432.186350486
2006-12-19,73.6615220738,72.3663738486,61.061111192,140.587311586,178.482755158,432.290602218
2006-12-18,71.8904967768,70.1347541808,62.0930334256,138.930509982,178.295025261,432.307665975
2006-12-15,62.5318774706,67.4275321808,63.6142039485,137.216932698,178.263399909,432.297607556
2006-12-14,52.9371131027,67.6073659892,65.5521014461,136.375686249,178.499048454,432.410006822
2006-12-13,47.7144454104,69.5527432672,69.5828582627,136.236555781,179.0081149,432.77296793
2006-12-12,48.086211622,72.1975350272,74.9569445482,136.657847034,180.009516884,433.233178563
2006-12-11,53.222675092,73.7017398981,78.756781143,138.875221616,180.728753881,433.789793636
2006-12-08,58.4841827053,73.7033921607,82.1178488759,140.062471362,181.56733269,434.20833869
2006-12-07,62.6403640267,73.598715641,84.8894373642,141.234412871,182.530903411,434.694245034
2006-12-06,73.2088128068,72.5332535048,88.9526301803,144.426081699,183.530701763,435.296238951
2006-12-05,78.0252762517,71.4150108591,95.2688869254,147.067694818,184.408435805,435.841438322
2006-12-04,76.256067476,68.4167013528,104.732696423,149.631641209,185.420458147,436.616746172
2006-12-01,70.2421058734,62.4237582976,111.571059348,151.229504119,186.429194066,437.466146805
2006-11-30,65.7439123336,57.8820524861,115.094649676,151.602843588,187.530794301,438.173616202
2006-11-29,64.3821908618,55.7887882643,119.7412644,151.77966094,188.321805542,438.682308372
2006-11-28,52.1579288527,46.763450001,125.049062516,151.945134424,189.634176181,439.345981574
2006-11-27,37.762007163,38.5591921077,128.143808278,152.050435616,191.370102954,439.8468433
2006-11-24,31.1695863895,36.8790919627,131.506539898,151.613428812,192.1528795,440.122387055
2006-11-23,29.9530349046,36.187187567,134.467967174,151.43531074,192.906231833,440.379113414
2006-11-22,31.322672856,36.5385932952,136.52461756,150.516499757,193.153888718,440.666752142
2006-11-21,34.7404746692,39.4995898713,137.574162531,148.929142679,193.173515048,440.641173265
2006-11-20,39.7228750219,39.3226172068,139.525121122,147.587840068,192.997083615,440.617300654
2006-11-17,43.8383804293,39.5700525145,140.576617188,146.764818983,192.971158077,440.576835525
2006-11-16,41.1092303886,38.2258768898,140.32811637,146.366563805,192.554614815,440.412158848
2006-11-15,39.3818245649,41.4988088504,138.84610122,146.752818968,192.289591494,440.239250793
2006-11-14,40.1630547049,45.4260179192,137.53908944,147.149638053,192.602090836,440.224165461
2006-11-13,40.1067583582,51.9992344559,135.885423516,147.055790433,193.060384533,440.075524288
2006-11-10,39.8397762393,59.3473819473,134.06155249,146.663742933,193.282373003,439.724619255
2006-11-09,37.8952256619,63.411953952,131.939561921,145.949920438,193.032170436,439.301977008
2006-11-08,33.9845424154,68.8093068124,128.848740793,144.970796107,192.707362259,438.909993556
2006-11-07,27.5250207977,74.5216800669,125.847747759,144.245873684,192.620044953,438.382045479
2006-11-06,25.4801220583,77.5075837322,123.285457715,144.285408216,192.510245412,437.932241981
2006-11-03,25.7186430434,82.09800972,122.857634374,145.103307695,192.76666325,437.775762825
2006-11-02,25.6165521513,85.1411815751,122.330497653,148.264626189,192.976115386,437.729419158
2006-11-01,27.276016938,89.9784151895,120.786954991,150.761692678,193.431391212,437.7178631
2006-10-31,34.1204262424,98.3588095902,119.408060766,151.203375677,193.913744684,437.757486141
2006-10-30,39.4260504833,111.431284225,118.054617868,150.962086154,194.994802968,437.712743215
2006-10-27,49.4111784756,118.724100064,115.540788036,151.595430591,195.919662095,437.574080175
2006-10-26,58.9623299814,118.751275261,111.896839652,149.273119117,196.865365017,437.365406036
2006-10-25,61.1742592927,117.322692502,106.473277098,146.518578682,198.624016616,437.11232636
2006-10-24,68.0253569399,118.176645679,102.280432146,143.336356431,200.909696064,437.018112635
2006-10-23,76.1256564936,115.688432334,99.3146454457,140.311101485,202.695308062,437.133136748
2006-10-20,78.955863833,113.219256313,96.1796464123,137.449792561,204.995972887,437.198165371
2006-10-19,78.8927705422,109.510497469,91.6873195376,134.601752927,206.90232591,437.284085933
2006-10-18,76.224800487,104.444266477,87.7101094288,132.527433911,209.519888044,437.537488017
2006-10-17,78.2964640373,100.903287875,84.8399510608,129.906874533,212.049329027,437.979147513
2006-10-16,76.0444121279,92.5380203808,77.000612569,126.527762108,214.001247515,437.994469139
2006-10-13,80.4885503677,82.1508861547,69.600537383,124.709612156,214.987220908,438.033901324
2006-10-12,79.4373681534,73.5196750809,62.7997555728,122.094260209,215.95461325,438.178606631
2006-10-11,73.7955254209,66.6336316285,58.1310710722,122.935774289,217.264111394,438.325145463
2006-10-10,67.0363915088,60.07434514,52.9320909846,121.314824531,218.611243535,438.552567367
2006-10-09,65.1747304411,57.0975171439,50.6755658676,120.191890758,219.495364381,438.90224525
2006-10-06,60.8880671004,54.6069665886,48.7104202816,119.423513811,220.209803946,439.297080227
2006-10-05,54.9695724924,50.8826593645,46.2669774678,117.853241466,220.920829896,439.646772817
2006-10-04,51.8046942213,49.542610993,45.46166297,116.811240538,221.847279945,440.041663085
2006-10-03,50.2917153427,49.0778702064,45.6947890245,116.556056968,222.783828933,440.378247755
2006-10-02,46.6267227556,47.7826803769,50.4953946811,117.949949572,223.277517583,440.604773596
2006-09-29,42.1642819521,46.2244447884,51.7659585443,120.166717522,223.404024261,440.809306135
2006-09-28,33.0958741908,43.7780902278,52.098941448,122.714013914,223.441641563,440.947793217
2006-09-27,28.6685172706,43.0635853594,58.2919901531,124.807655578,223.72595384,441.1798512
2006-09-26,33.1141566686,43.2937316478,63.0265126752,127.767859981,224.159821042,441.613643608
2006-09-25,38.4343068538,39.1627668073,66.2513823554,129.696809521,224.643386678,442.266807372
2006-09-22,43.1960598519,36.3773921001,67.4977755189,131.143080225,225.308641597,443.153095396
2006-09-21,45.4977548897,36.3773850627,67.3564210451,133.550828148,225.765271399,443.792529198
2006-09-20,44.6903591393,35.8447778065,67.3650064945,135.016200509,226.495802496,444.560983092
2006-09-19,40.9016044495,33.718596412,67.3415967734,137.108290034,227.443944675,445.483511216
2006-09-18,40.9612736401,37.1123302421,67.3325805535,139.797090996,228.334408758,446.123953651
2006-09-15,40.8790641128,39.6452137843,67.3989026914,142.121335411,228.968992102,446.813838752
2006-09-14,41.3554263599,40.0689705382,67.6082384329,144.598127526,229.517049397,447.405754009
2006-09-13,42.962856093,42.7300164287,67.5503038927,147.602209397,230.121639299,447.892525856
2006-09-12,42.8964895397,44.4050062043,67.4687542496,149.558564703,230.835021655,448.450828185
2006-09-11,40.2153163854,43.7450186421,67.5860779747,151.717698822,231.867726467,449.063331434
2006-09-08,39.3922176493,44.8545496466,68.3203330202,153.074500372,232.864874766,449.708022395
2006-09-07,36.7326758512,45.21892418,73.0336037999,154.254341718,233.668380394,450.415313066
2006-09-06,36.741984291,44.5714391063,77.863376269,154.836922418,234.3232393,450.935003141
2006-09-05,31.3126794926,41.2372259008,79.3429542178,155.194858729,234.846005375,451.245302308
2006-09-04,23.1347356889,40.1559750971,79.750273755,156.158388516,235.166257089,451.56855929
2006-09-01,26.2931990793,39.1035130903,81.2419827675,156.879488666,235.667328571,452.00588088
2006-08-31,30.6040076918,38.9110485081,84.0796773543,158.065595232,236.436535575,452.47404217
2006-08-30,28.1272556631,38.3234161317,86.3274855188,159.103124734,237.1635433,452.839403568
2006-08-29,31.7982125918,39.4004986771,90.2790467162,159.84738285,238.000095445,453.303341125
2006-08-25,33.6620905962,50.3011564082,95.1503450546,160.807108235,239.045116905,453.818857369
2006-08-24,34.0668710105,54.1322150294,98.6964933319,161.221111905,240.375908751,454.450602158
2006-08-23,34.9851839424,56.98510458,107.176201855,162.078462221,241.905689838,455.145492666
2006-08-22,37.7276299266,66.848486116,113.325281928,162.362957795,243.061259457,455.865448998
2006-08-21,35.8479008517,72.3232687315,114.605154579,162.458513163,244.00380648,456.421817135
2006-08-18,38.0773168473,76.4161036432,114.955721145,162.829099767,244.799294839,457.121010461
2006-08-17,46.2300830756,76.7724831955,117.849286481,163.803799052,245.46984283,457.966228535
2006-08-16,48.0323723696,75.9372420885,117.033293451,164.322333659,246.164280395,458.816369415
2006-08-15,47.7169405047,74.9725908316,116.573865699,164.983456659,247.098653282,459.650488811
2006-08-14,48.1525524008,75.6824044016,115.678515291,165.541305839,247.949277587,460.67437735
2006-08-11,47.1455412272,76.4103710238,115.435732769,166.057876932,248.746924812,461.828459115
2006-08-10,60.9731750428,77.0909607152,115.170253468,166.625770669,249.400527863,462.982550953
2006-08-09,65.9999313021,76.9882615468,114.492392132,167.163104314,249.924936281,464.009479951
2006-08-08,68.6747093186,77.4091328979,115.232811733,167.434884609,250.486494895,465.152941874
2006-08-07,82.4412216386,77.8617509179,114.895837366,167.63617186,250.917255572,466.44452114
2006-08-04,89.7956376775,77.2666060857,113.880423252,167.855992637,251.205955244,467.449386995
2006-08-03,95.6268378168,77.8419294725,115.577398846,167.895514827,251.737477191,468.627386371
2006-08-02,92.0235502546,81.3298915774,112.962456436,167.757350298,252.06449836,469.378000963
2006-08-01,91.1228519403,87.4530122066,115.019160421,167.822095983,252.568516826,470.391896546
2006-07-31,86.4081653509,88.4446842722,112.224128974,167.692370426,252.77390574,471.15819519
2006-07-28,77.5067318751,84.4505014787,106.97973266,167.347489076,252.757325009,471.484291798
2006-07-27,73.3356514368,82.7612347902,103.131616879,167.20602177,253.129615367,471.945383069
2006-07-26,74.3813288542,84.0037808673,102.279708427,167.219344392,253.738346003,472.459802554
2006-07-25,73.4429682278,85.8634823426,102.034358448,167.224522424,254.483046287,473.073028682
2006-07-24,76.2120894265,89.3869087507,104.34803312,167.343390679,255.298710526,473.721746612
2006-07-21,75.3086767909,94.804584193,113.605004837,166.760234756,256.384775804,474.597850964
2006-07-20,74.4841967136,98.5654735493,123.942464975,166.514529889,257.281386411,475.566148049
2006-07-19,74.0434157093,109.435137611,134.328416294,166.3223774,258.312373876,476.614977393
2006-07-18,74.4576937501,117.287902189,141.600932709,165.329610594,259.592916768,477.994587568
2006-07-17,80.7582741178,119.242510809,149.354834525,164.514723341,260.876038304,479.166553313
2006-07-14,83.5163583424,120.101563687,154.259780059,163.744253933,262.218191298,480.381147114
2006-07-13,88.5072219192,124.166139281,158.105112327,163.435227855,263.360404268,481.194714764
2006-07-12,92.6455776216,120.880744802,163.660442392,163.480522054,264.103345636,481.884502476
2006-07-11,96.6738309798,117.600231564,167.004432576,163.654379651,264.66863467,482.629382906
2006-07-10,95.9600621341,111.743660652,170.898506535,163.795992781,265.131884735,483.177594551
2006-07-07,95.5890696834,105.942988442,176.260661522,163.939010547,265.767832225,483.72276948
2006-07-06,93.8395223623,99.0792439212,180.746227004,164.227585685,266.22594488,484.133871533
2006-07-05,93.0331846435,95.4552675131,185.890356974,164.278258756,266.951215995,484.750456997
2006-07-04,93.5821184842,86.8371667893,191.5300281,164.843840176,267.897285746,485.184763917
2006-07-03,84.3785240696,79.5967289781,195.275904259,165.227186322,268.369659719,485.486242589
2006-06-30,69.1105805523,72.7185672026,199.3828905,165.440015716,269.240890997,485.950692417
2006-06-29,55.7187635401,69.8441758202,202.129633216,165.604824314,270.252587864,486.58186421
2006-06-28,56.8561169079,69.8452350844,203.489731279,164.992414598,271.614429153,487.412483328
2006-06-27,60.3450933007,74.1808790457,203.656574546,163.771348398,273.301412283,488.175175699
2006-06-26,59.6981623524,73.9957944751,204.325067909,163.085109863,274.958675125,488.852661501
2006-06-23,67.3483419221,73.6866337947,205.930941444,162.398469094,276.704476879,489.439635986
2006-06-22,74.5659407287,73.5634152551,206.339545807,161.581449464,278.780682537,489.913420296
2006-06-21,79.7540631451,82.7201377175,206.536389046,160.969571718,280.577492462,490.280814216
2006-06-20,82.324180243,89.979195462,206.292264411,160.439623719,282.107019707,490.63427659
2006-06-19,82.0818468437,101.402590578,204.451581799,160.326339371,283.740273935,491.105397403
2006-06-16,88.0232959417,122.315575852,201.823447835,159.384435912,285.479522952,491.594074308
2006-06-15,87.1585808985,142.63679099,198.749466626,158.646456008,287.254095012,492.076710491
2006-06-14,78.5275854828,155.276823048,192.055638074,155.465181041,288.944243932,492.785056129
2006-06-13,65.7671947862,161.204631993,184.599260031,152.866238061,290.854560734,493.373801067
2006-06-12,75.2301396384,170.891900335,180.168122874,151.785125095,292.928654748,493.771807457
2006-06-09,75.1814092712,176.007590109,176.63997877,150.807996141,294.737891916,494.124211183
2006-06-08,67.9867698398,174.162859692,170.014847222,148.473876958,296.544606613,494.644186944
2006-06-07,67.8398388144,180.372804336,167.314022616,148.176848863,298.330529749,494.957644068
2006-06-06,79.2238835861,181.224794507,163.391953584,147.452729049,300.296182808,495.410244354
2006-06-05,86.135053508,185.287220757,161.596655213,148.189687533,302.073104858,495.495656289
2006-06-02,100.743618808,190.57432146,159.709407124,148.469714811,303.649479563,495.556021564
2006-06-01,131.546616304,193.611409746,157.34289363,148.629414488,305.551309981,495.631846131
2006-05-31,159.088911305,195.319944542,154.007757155,148.992041435,307.335743588,495.71905383
2006-05-30,178.654675642,193.951113428,147.692333843,148.192100501,309.175015891,495.989819968
2006-05-26,192.077884901,194.821895854,145.633133936,149.198732555,310.621969995,496.013824764
2006-05-25,200.686809703,190.377542793,139.673800893,150.079849477,312.645428663,496.354454643
2006-05-24,193.119240618,176.686363933,128.764325867,149.192397457,314.57959335,496.904069899
2006-05-23,187.911656487,167.293245578,122.750447722,150.019249951,316.311479416,497.253006868
2006-05-22,163.253097674,140.683722214,107.542846457,148.726296864,318.30609991,497.854070226
2006-05-19,144.556091291,122.664190961,98.5091661928,149.717516928,320.095873266,498.142134379
2006-05-18,121.274186884,101.820291573,88.358650963,151.071618284,321.779753533,498.427746423
2006-05-17,86.9660583904,72.6707318251,78.1796028641,153.240313922,323.545758999,498.747584555
2006-05-16,73.240503074,61.0719829708,78.7198272356,156.702970907,324.837133241,498.576663967
2006-05-15,49.8836937285,44.3803210445,78.6078269895,160.193936727,326.196296061,498.397371453
2006-05-12,33.7208426431,35.1915230701,82.9973473311,164.246363601,327.563792512,497.988619074
2006-05-11,32.6295541041,35.6998272266,84.4666023704,166.613713898,328.243276495,496.990030002
2006-05-10,32.7749341596,39.7158801489,85.5231074272,168.537456997,328.557447152,495.958446404
2006-05-09,32.6920171712,38.9142264988,86.5489134305,170.028996715,328.591122451,494.843522648
2006-05-08,34.4908623212,42.5759086808,87.1217889853,171.552261014,328.962625537,493.753973026
2006-05-05,38.0439167279,46.5981029657,87.3116360859,172.290048961,328.963229295,492.510138092
2006-05-04,39.3772499317,48.4216374775,88.2707176815,173.636432917,329.152760516,491.56845042
2006-05-03,36.709373142,48.1141532608,89.8408151343,174.97149625,329.398687939,490.597514991
2006-05-02,37.7159430766,48.1022201566,90.4649899132,175.699312836,329.201814442,489.476481117
2006-04-28,36.5035253962,48.341510113,93.2119568296,176.756512556,329.49302355,488.302981359
2006-04-27,36.8275463387,48.707122436,94.9545078656,177.884227586,329.617325814,486.919052202
2006-04-26,37.5706839829,46.8673406115,95.0909654804,179.328311014,329.793373476,485.211191473
2006-04-25,37.2320168762,45.4684506004,96.3913918148,179.541908342,330.116213415,483.599920802
2006-04-24,40.6603000481,43.0543749228,95.4741075685,179.579986814,330.269757707,482.040582603
2006-04-21,32.0370640298,37.4352847458,95.7002791219,178.039071765,329.636796256,480.236187817
2006-04-20,34.0813980791,36.4725286209,96.3990920289,177.426188876,329.199267241,478.618316462
2006-04-19,35.790629472,33.7480011851,95.5066275397,176.185990079,328.73267334,476.830950983
2006-04-18,36.0698645705,37.1857508194,96.0945367854,175.748386903,328.760030929,475.221663268
2006-04-13,36.4107797334,45.5009861871,97.1205879101,175.660466252,328.80589694,473.653853505
2006-04-12,36.6658974134,56.9601544942,97.1167318437,175.824008631,328.749011864,472.177286111
2006-04-11,36.5771232288,61.3772979529,97.5458933016,176.204500499,328.714972448,470.679260303
2006-04-10,32.6346195048,60.1579635293,95.6260721979,176.053215182,327.789962278,468.881400091
2006-04-07,31.9563919447,62.5930508603,94.589593508,176.231337199,326.792193745,467.281382101
2006-04-06,29.2044705482,64.9632996699,94.3213453891,175.397606882,325.496544979,465.590868307
2006-04-05,25.9033889977,65.547343989,94.2745860983,174.471356388,324.230684321,463.95072493
2006-04-04,26.4971645709,70.8613738506,97.9215216589,174.694870377,323.061655425,462.500844431
2006-04-03,26.2784316921,69.4456046125,99.1424443717,174.122984499,321.630210156,460.873318528
2006-03-31,27.0559517245,70.3847135677,101.132281315,174.030231638,320.624544545,459.532768862
2006-03-30,31.6262524991,70.0838453283,100.637815179,172.951859996,319.338288762,458.002592127
2006-03-29,44.0943073963,70.1597005695,102.316805189,173.180996429,318.442369913,456.6762539
2006-03-28,59.2305138891,70.926442347,103.128229404,173.466056783,317.925913502,455.405239908
2006-03-27,64.5519020727,70.4749426108,101.954898362,174.264355208,316.984106793,453.994737627
2006-03-24,61.2277185181,66.3692186484,98.7817030831,173.914239716,315.579165506,452.412330954
2006-03-23,63.0223066127,65.1711904449,96.4988272675,174.723519264,314.447659753,451.075443256
2006-03-22,64.0237139148,63.8636214445,93.2454343333,177.289965681,313.0042693,449.562188978
2006-03-21,63.3906644845,62.5585107239,91.1288863314,180.555658776,311.608422211,448.109831775
2006-03-20,65.5766012354,60.0881919848,87.6695346173,182.311734068,310.211467673,446.762050111
2006-03-17,58.8029011898,57.3754141075,83.3697683576,184.663689024,308.536069157,445.306465798
